id,name,is_animation_studio,site_url,favorites
7004,Arts Pro,False,https://anilist.co/studio/7004,0
7031,Hero,True,https://anilist.co/studio/7031,0
34,Hal Film Maker,True,https://anilist.co/studio/34,101
280,Studio Junio,True,https://anilist.co/studio/280,4
110,Triangle Staff,True,https://anilist.co/studio/110,72
7226,AKABEiSOFT2,False,https://anilist.co/studio/7226,0
6711,P.I.C.S.,True,https://anilist.co/studio/6711,14
6472,Yoshimoto Kogyo,False,https://anilist.co/studio/6472,0
6687,FLAT STUDIO,True,https://anilist.co/studio/6687,73
6828,FLAGSHIP LINE,True,https://anilist.co/studio/6828,1
7308,Aiming,False,https://anilist.co/studio/7308,1
7309,newgin,False,https://anilist.co/studio/7309,2
6994,BS Nippon,False,https://anilist.co/studio/6994,6
7186,Warner Bros. Eiga,False,https://anilist.co/studio/7186,1
898,Xebec Zwei,True,https://anilist.co/studio/898,10
6328,Dream Shift,False,https://anilist.co/studio/6328,1
6863,Contents Seed,False,https://anilist.co/studio/6863,3
6621,Bit Grooove Promotion,False,https://anilist.co/studio/6621,4
70,Nomad,True,https://anilist.co/studio/70,35
6395,NetEase,False,https://anilist.co/studio/6395,3
6614,Happinet,False,https://anilist.co/studio/6614,0
6998,TO Books,False,https://anilist.co/studio/6998,0
6878,JTB Next Creation,False,https://anilist.co/studio/6878,0
6999,Tokyo Animator Gakuin,False,https://anilist.co/studio/6999,0
6809,MediaNet Pictures,False,https://anilist.co/studio/6809,0
6754,Studio Kafka,True,https://anilist.co/studio/6754,27
6753,Mag Garden,False,https://anilist.co/studio/6753,0
163,Asread,True,https://anilist.co/studio/163,73
665,chara-ani.com,False,https://anilist.co/studio/665,1
6112,12 Diary Holders,False,https://anilist.co/studio/6112,1
6122,Gaina,True,https://anilist.co/studio/6122,8
6254,Soei Shinsha,False,https://anilist.co/studio/6254,0
6256,Studio 88,False,https://anilist.co/studio/6256,1
342,Japan Home Video,False,https://anilist.co/studio/342,0
7072,Soeishinsha,False,https://anilist.co/studio/7072,0
6255,D.A.S.T. Corporation,False,https://anilist.co/studio/6255,0
165,Marubeni,False,https://anilist.co/studio/165,1
6183,studio A-CAT,False,https://anilist.co/studio/6183,8
