media_id,related_media_id,relation_type
1453,3484,PREQUEL
1453,2460,SEQUEL
1453,30688,ADAPTATION
1453,2459,SIDE_STORY
1453,1293,CHARACTER
30688,1453,ADAPTATION
3484,1453,SEQUEL
2459,1453,PARENT
2460,1453,ALTERNATIVE
2171,235,PARENT
18429,6115,PREQUEL
18429,235,PARENT
18429,1412,PARENT
18429,143514,ADAPTATION
137276,31061,CHARACTER
33202,31061,PARENT
41176,31061,ADAPTATION
5225,1412,PARENT
4851,1412,PARENT
106981,30438,PARENT
135784,30438,PARENT
138057,30438,PARENT
158027,30438,PARENT
110134,30438,PARENT
95191,30438,PARENT
137243,30438,PARENT
137372,30438,PARENT
32845,3272,ADAPTATION
32845,96511,CHARACTER
32845,110184,SIDE_STORY
32845,35451,SEQUEL
32845,3281,ADAPTATION
32845,91466,SIDE_STORY
32845,51599,SPIN_OFF
32845,139366,SPIN_OFF
32845,43927,SIDE_STORY
32845,142025,SIDE_STORY
32845,153279,SIDE_STORY
32845,156915,SPIN_OFF
32845,162796,ADAPTATION
32845,164692,CHARACTER
32845,166022,SIDE_STORY
139366,51599,PREQUEL
139366,32845,PARENT
51599,4427,ADAPTATION
51599,32845,PARENT
51599,139366,SEQUEL
4427,51599,ADAPTATION
4427,16728,SIDE_STORY
4427,3272,CHARACTER
16728,4427,PARENT
3272,3281,SEQUEL
3272,32845,ADAPTATION
3272,3280,SIDE_STORY
3272,4427,CHARACTER
3272,147810,OTHER
3272,3276,SIDE_STORY
3272,3279,SIDE_STORY
3272,3278,SIDE_STORY
3272,3274,SIDE_STORY
3272,3277,SIDE_STORY
3272,3275,SIDE_STORY
3272,3273,SIDE_STORY
147810,3272,PARENT
3273,3274,SEQUEL
3273,3272,PARENT
3274,3273,PREQUEL
3274,3275,SEQUEL
3274,3272,PARENT
3275,3274,PREQUEL
3275,3276,SEQUEL
3275,3272,PARENT
3276,3275,PREQUEL
3276,3277,SEQUEL
3276,3272,PARENT
3277,3276,PREQUEL
3277,3278,SEQUEL
3277,3272,PARENT
3278,3277,PREQUEL
3278,3279,SEQUEL
3278,3272,PARENT
3279,3278,PREQUEL
3279,3272,PARENT
3280,3272,PARENT
3281,3272,PREQUEL
3281,1707,SEQUEL
3281,32845,ADAPTATION
3281,162796,SEQUEL
1707,5967,SEQUEL
1707,35451,ADAPTATION
1707,6310,SIDE_STORY
1707,12279,SIDE_STORY
1707,3281,PREQUEL
6310,5967,PARENT
5967,1707,PREQUEL
5967,5968,SEQUEL
5967,6310,SIDE_STORY
5968,5967,PREQUEL
12279,1707,PARENT
35451,1707,ADAPTATION
35451,32845,PREQUEL
35451,51608,SPIN_OFF
35451,53234,SEQUEL
51608,35451,ALTERNATIVE
53234,35451,PREQUEL
162796,32845,ADAPTATION
162796,3281,PREQUEL
166022,32845,PARENT
110184,32845,PARENT
91466,32845,PARENT
91466,142025,OTHER
142025,32845,PARENT
142025,91466,OTHER
153279,32845,PARENT
156915,32845,PARENT
164692,32845,CHARACTER
43927,32845,PARENT
30733,3545,ADAPTATION
30733,21847,ADAPTATION
30733,96511,CHARACTER
30733,133759,CHARACTER
3545,30733,ADAPTATION
3545,2901,SIDE_STORY
3545,3547,SIDE_STORY
3545,3546,ALTERNATIVE
3545,107256,CHARACTER
3545,110694,CHARACTER
3545,145759,SIDE_STORY
3545,145760,SIDE_STORY
3545,145761,SIDE_STORY
3545,145762,SIDE_STORY
3545,145763,SIDE_STORY
3545,145764,SIDE_STORY
3545,145765,SIDE_STORY
3545,145766,SIDE_STORY
3545,145767,SIDE_STORY
3545,145768,SIDE_STORY
3545,145769,SIDE_STORY
3545,145770,SIDE_STORY
3545,145771,SIDE_STORY
3545,145772,SIDE_STORY
3545,145773,SIDE_STORY
3545,145774,SIDE_STORY
3545,145775,SIDE_STORY
3545,145776,SIDE_STORY
3545,145777,SIDE_STORY
3545,145778,SIDE_STORY
3545,145779,SIDE_STORY
3545,145780,SIDE_STORY
3545,145781,SIDE_STORY
3545,145782,SIDE_STORY
3545,145783,SIDE_STORY
3545,145784,SIDE_STORY
3545,21847,SIDE_STORY
145783,3545,PARENT
145784,3545,PARENT
2901,3545,PARENT
2901,3547,SEQUEL
3547,3545,PARENT
3547,2901,PREQUEL
21847,30733,ADAPTATION
21847,3545,PARENT
3546,3545,ALTERNATIVE
145759,3545,PARENT
145760,3545,PARENT
145761,3545,PARENT
145762,3545,PARENT
145763,3545,PARENT
145764,3545,PARENT
145765,3545,PARENT
110694,20510,CHARACTER
110694,18179,CHARACTER
110694,3545,CHARACTER
110694,34270,CHARACTER
110694,86260,CHARACTER
18179,53627,ADAPTATION
18179,18177,SIDE_STORY
18179,20723,SEQUEL
18179,20808,ALTERNATIVE
18179,21806,SPIN_OFF
18179,116015,OTHER
18179,110694,CHARACTER
18177,53627,ADAPTATION
18177,18179,PARENT
53627,18177,ADAPTATION
53627,18179,ADAPTATION
53627,20808,ADAPTATION
53627,21194,ADAPTATION
53627,99476,ADAPTATION
53627,21407,ADAPTATION
53627,94167,OTHER
53627,107875,ADAPTATION
53627,142481,ADAPTATION
107875,53627,ADAPTATION
107875,21407,PARENT
21407,99476,SEQUEL
21407,53627,ADAPTATION
21407,107875,SUMMARY
21407,21114,PREQUEL
21114,20723,PREQUEL
21114,21407,SEQUEL
20723,18179,PREQUEL
20723,53627,ADAPTATION
20723,21194,ALTERNATIVE
20723,21114,SEQUEL
21194,20723,ALTERNATIVE
21194,53627,ADAPTATION
21194,20808,PREQUEL
20808,18179,ALTERNATIVE
20808,53627,ADAPTATION
20808,21194,SEQUEL
99476,21407,PREQUEL
99476,53627,ADAPTATION
99476,142481,SEQUEL
142481,53627,ADAPTATION
142481,99476,PREQUEL
94167,53627,PARENT
21806,18179,PARENT
21806,99139,ADAPTATION
99139,21806,ADAPTATION
99139,53627,PARENT
116015,18179,PARENT
86260,105219,SEQUEL
86260,110694,CHARACTER
86260,159087,SIDE_STORY
105219,86260,PREQUEL
159087,86260,PARENT
20510,38300,ADAPTATION
20510,20854,SEQUEL
20510,110694,CHARACTER
38300,20510,ADAPTATION
38300,117405,CHARACTER
38300,94538,CHARACTER
94538,65003,CHARACTER
94538,38300,CHARACTER
94538,30598,CHARACTER
94538,85216,CHARACTER
94538,31303,CHARACTER
94538,30007,CHARACTER
85216,30430,PREQUEL
85216,21887,ADAPTATION
85216,102641,SPIN_OFF
85216,107212,CHARACTER
85216,102903,CHARACTER
85216,117405,CHARACTER
85216,38483,CHARACTER
85216,94538,CHARACTER
107212,38795,CHARACTER
107212,85216,CHARACTER
107212,77363,CHARACTER
107212,85250,CHARACTER
77363,54561,PREQUEL
77363,107212,CHARACTER
54561,77363,SEQUEL
54561,101667,PREQUEL
101667,54561,SEQUEL
85250,107212,CHARACTER
38795,11697,ADAPTATION
38795,107212,CHARACTER
38795,90232,SIDE_STORY
90232,38795,PARENT
11697,38795,ADAPTATION
102641,85216,PARENT
38483,11313,ADAPTATION
38483,17741,ADAPTATION
38483,30430,CHARACTER
38483,102903,CHARACTER
38483,89106,ALTERNATIVE
38483,85216,CHARACTER
38483,117405,CHARACTER
38483,145472,CHARACTER
38483,52115,CHARACTER
145472,42985,CHARACTER
145472,38483,CHARACTER
42985,49489,ALTERNATIVE
42985,145472,CHARACTER
49489,42985,ALTERNATIVE
17741,38483,ADAPTATION
17741,11313,PREQUEL
17741,20715,SIDE_STORY
11313,38483,ADAPTATION
11313,17741,SEQUEL
20715,38483,ADAPTATION
20715,17741,SIDE_STORY
89106,38483,ALTERNATIVE
52115,90871,SEQUEL
52115,38483,CHARACTER
90871,52115,PREQUEL
90871,137335,SEQUEL
137335,90871,PREQUEL
102903,38483,CHARACTER
102903,85216,CHARACTER
102903,126115,SPIN_OFF
126115,102903,PARENT
117405,77102,CHARACTER
117405,85216,CHARACTER
117405,65003,CHARACTER
117405,38300,CHARACTER
117405,38483,CHARACTER
65003,20740,ADAPTATION
65003,20359,ADAPTATION
65003,20966,ADAPTATION
65003,117405,CHARACTER
65003,94538,CHARACTER
65003,85696,CHARACTER
65003,71891,OTHER
85696,21208,ADAPTATION
85696,65003,CHARACTER
85696,33537,CHARACTER
21208,85696,ADAPTATION
21208,20966,PARENT
20966,65003,ADAPTATION
20966,20359,ALTERNATIVE
20966,21208,SPIN_OFF
20966,20740,ALTERNATIVE
20740,65003,ADAPTATION
20740,20966,ALTERNATIVE
20359,65003,ADAPTATION
20359,20966,ALTERNATIVE
33537,107503,SEQUEL
33537,85696,CHARACTER
107503,33537,PREQUEL
71891,65003,OTHER
77102,98251,ADAPTATION
77102,117405,CHARACTER
77102,117049,SPIN_OFF
117049,77102,PARENT
98251,77102,ADAPTATION
30430,390,ADAPTATION
30430,85216,SEQUEL
30430,38483,CHARACTER
390,30430,ADAPTATION
390,21887,SEQUEL
21887,85216,ADAPTATION
21887,390,PREQUEL
30598,6702,ADAPTATION
30598,9982,ADAPTATION
30598,20626,ADAPTATION
30598,85920,SPIN_OFF
30598,85319,PREQUEL
30598,86649,SPIN_OFF
30598,87306,SPIN_OFF
30598,85257,SPIN_OFF
30598,99749,ADAPTATION
30598,100948,SIDE_STORY
30598,86437,SPIN_OFF
30598,102492,SIDE_STORY
30598,103255,SEQUEL
30598,104972,SPIN_OFF
30598,109643,SPIN_OFF
30598,112531,CHARACTER
30598,94538,CHARACTER
30598,85434,SPIN_OFF
30598,55482,CHARACTER
30598,84697,SIDE_STORY
30598,141137,SPIN_OFF
30598,141138,SPIN_OFF
30598,85433,SPIN_OFF
30598,100935,CHARACTER
30598,150078,ADAPTATION
30598,92603,SIDE_STORY
85257,74485,PARENT
85257,30598,PARENT
74485,20789,ADAPTATION
74485,86060,ALTERNATIVE
74485,21385,ADAPTATION
74485,85257,SPIN_OFF
74485,94270,SIDE_STORY
74485,99539,ADAPTATION
74485,99540,ADAPTATION
74485,104175,ADAPTATION
74485,104254,SPIN_OFF
74485,108928,ADAPTATION
74485,115135,SIDE_STORY
74485,116752,ADAPTATION
74485,117414,SPIN_OFF
74485,129117,SEQUEL
74485,138978,SIDE_STORY
74485,139460,SIDE_STORY
74485,140539,PREQUEL
74485,93592,PREQUEL
74485,140548,SIDE_STORY
74485,96281,SPIN_OFF
74485,128740,ADAPTATION
74485,98348,SPIN_OFF
74485,162222,SIDE_STORY
74485,162226,SPIN_OFF
74485,162328,ALTERNATIVE
108928,99539,PREQUEL
108928,74485,ADAPTATION
108928,116752,SEQUEL
108928,154174,OTHER
116752,74485,ADAPTATION
116752,108928,PREQUEL
116752,128535,CHARACTER
116752,128740,SEQUEL
128740,116752,PREQUEL
128740,141352,SPIN_OFF
128740,74485,ADAPTATION
128740,148862,SEQUEL
141352,128740,PARENT
141352,162291,SEQUEL
162291,141352,PREQUEL
148862,129117,ADAPTATION
148862,128740,PREQUEL
129117,74485,PREQUEL
129117,148862,ADAPTATION
128535,116752,CHARACTER
99539,74485,ADAPTATION
99539,104175,SIDE_STORY
99539,108928,SEQUEL
99539,99540,SIDE_STORY
99539,21385,PREQUEL
21385,74485,ADAPTATION
21385,20789,PREQUEL
21385,99539,SEQUEL
20789,74485,ADAPTATION
20789,21104,SIDE_STORY
20789,21385,SEQUEL
20789,141352,SPIN_OFF
21104,20789,PARENT
104175,99539,PARENT
104175,74485,ADAPTATION
99540,74485,ADAPTATION
99540,99539,PARENT
99540,138978,SIDE_STORY
99540,140549,ADAPTATION
138978,74485,PARENT
138978,99540,PARENT
138978,140549,ALTERNATIVE
140549,99540,ADAPTATION
140549,138978,ALTERNATIVE
154174,108928,PARENT
154174,154197,SEQUEL
154197,154174,PREQUEL
140548,74485,PARENT
93592,74485,SEQUEL
96281,74485,PARENT
162328,86060,OTHER
162328,74485,ALTERNATIVE
162328,115135,OTHER
86060,74485,ALTERNATIVE
86060,160943,OTHER
86060,162221,OTHER
86060,115135,ALTERNATIVE
86060,162328,OTHER
162221,86060,OTHER
160943,34101,ALTERNATIVE
160943,86060,OTHER
34101,160943,ALTERNATIVE
115135,94270,OTHER
115135,74485,PARENT
115135,162222,OTHER
115135,86060,ALTERNATIVE
115135,162328,OTHER
162222,115135,OTHER
162222,74485,PARENT
94270,74485,PARENT
94270,115135,OTHER
117414,74485,PARENT
98348,98813,ADAPTATION
98348,74485,PARENT
98813,74485,PARENT
98813,98348,ADAPTATION
162226,74485,PARENT
104254,74485,PARENT
139460,74485,PARENT
140539,74485,SEQUEL
87306,30598,PARENT
87306,86649,PREQUEL
86649,30598,PARENT
86649,86437,PREQUEL
86649,87306,SEQUEL
86437,30598,PARENT
86437,86649,SEQUEL
104972,30598,PARENT
20626,6702,PREQUEL
20626,30598,ADAPTATION
20626,21191,SIDE_STORY
20626,99749,SEQUEL
20626,100948,ADAPTATION
20626,85319,ADAPTATION
20626,150078,SIDE_STORY
99749,30598,ADAPTATION
99749,20626,PREQUEL
99749,139095,SEQUEL
139095,103255,ADAPTATION
139095,99749,PREQUEL
103255,30598,PREQUEL
103255,139095,ADAPTATION
21191,20626,PARENT
85319,30598,SEQUEL
85319,20626,ADAPTATION
6702,30598,ADAPTATION
6702,9982,SIDE_STORY
6702,12049,SIDE_STORY
6702,20626,SEQUEL
6702,100948,ADAPTATION
6702,12121,OTHER
6702,119683,CHARACTER
6702,11511,OTHER
6702,18393,CHARACTER
119683,101860,ADAPTATION
119683,6702,CHARACTER
119683,144932,SEQUEL
144932,119683,PREQUEL
144932,101860,ADAPTATION
101860,112531,CHARACTER
101860,119683,ADAPTATION
101860,144932,ADAPTATION
112531,30014,CHARACTER
112531,30598,CHARACTER
112531,101860,CHARACTER
30014,246,ADAPTATION
30014,112531,CHARACTER
30014,55482,CHARACTER
30014,100948,CHARACTER
30014,100935,CHARACTER
100935,30401,PARENT
100935,30598,CHARACTER
30401,20623,ADAPTATION
30401,100935,SPIN_OFF
30401,105160,SIDE_STORY
30401,93062,SPIN_OFF
105160,30401,PARENT
93062,30401,PARENT
20623,30401,ADAPTATION
100948,18393,ADAPTATION
100948,6702,ADAPTATION
100948,20626,ADAPTATION
100948,9982,ADAPTATION
100948,30598,PARENT
100948,30014,CHARACTER
100948,55482,OTHER
100948,150078,ADAPTATION
150078,30598,ADAPTATION
150078,100948,ADAPTATION
150078,20626,PARENT
18393,55482,ADAPTATION
18393,100948,ADAPTATION
18393,246,CHARACTER
18393,6702,CHARACTER
55482,18393,ADAPTATION
55482,30014,CHARACTER
55482,30598,CHARACTER
55482,100948,OTHER
246,30014,ADAPTATION
246,18393,CHARACTER
9982,30598,ADAPTATION
9982,6702,PARENT
9982,100948,ADAPTATION
12049,17535,PREQUEL
12049,6702,PARENT
17535,12049,SEQUEL
17535,84697,ADAPTATION
17535,6702,PARENT
84697,17535,ADAPTATION
84697,30598,PARENT
11511,6702,PARENT
12121,6702,PARENT
85920,30598,PARENT
85433,30598,PARENT
85434,30598,PARENT
92603,30598,PARENT
109643,30598,PARENT
141137,30598,PARENT
141138,30598,PARENT
102492,30598,PARENT
31303,2402,ADAPTATION
31303,2920,ADAPTATION
31303,2921,ADAPTATION
31303,105354,OTHER
31303,100298,OTHER
31303,94538,CHARACTER
31303,19973,ADAPTATION
31303,113359,OTHER
31303,41425,CHARACTER
31303,2922,ADAPTATION
31303,166822,CHARACTER
31303,168128,CHARACTER
168128,31303,CHARACTER
2402,2921,SEQUEL
2402,31303,ADAPTATION
2402,2920,SUMMARY
2402,19973,OTHER
2402,113359,SPIN_OFF
2402,100298,SPIN_OFF
2402,4298,OTHER
19973,2402,OTHER
19973,31303,ADAPTATION
2920,2402,PARENT
2920,31303,ADAPTATION
2921,2402,PREQUEL
2921,31303,ADAPTATION
2921,2922,SUMMARY
2921,151627,OTHER
151627,2921,PARENT
2922,2921,PARENT
2922,31303,ADAPTATION
100298,102309,SIDE_STORY
100298,105354,ADAPTATION
100298,113359,SEQUEL
100298,31303,PARENT
100298,2402,PARENT
102309,100298,PARENT
105354,100298,ADAPTATION
105354,31303,PARENT
113359,100298,PREQUEL
113359,31303,PARENT
113359,2402,PARENT
113359,132904,CHARACTER
132904,113359,CHARACTER
4298,2402,PARENT
166822,31303,CHARACTER
41425,287,ADAPTATION
41425,551,ADAPTATION
41425,1859,ADAPTATION
41425,35157,SEQUEL
41425,107154,PREQUEL
41425,43122,SPIN_OFF
41425,91694,SPIN_OFF
41425,91818,SIDE_STORY
41425,124042,SIDE_STORY
41425,31303,CHARACTER
41425,142778,SPIN_OFF
41425,154358,ALTERNATIVE
1859,41425,ADAPTATION
1859,287,ALTERNATIVE
287,551,SEQUEL
287,41425,ADAPTATION
287,1859,ALTERNATIVE
551,287,PREQUEL
551,41425,ADAPTATION
551,97888,SEQUEL
97888,35157,ADAPTATION
97888,551,PREQUEL
97888,87501,SIDE_STORY
97888,108522,SEQUEL
87501,35157,ADAPTATION
87501,97888,PARENT
35157,97888,ADAPTATION
35157,87501,ADAPTATION
35157,41425,PREQUEL
35157,37760,SEQUEL
35157,108522,ADAPTATION
35157,107154,SIDE_STORY
35157,124042,SIDE_STORY
35157,91693,SIDE_STORY
35157,159085,SIDE_STORY
37760,86056,SEQUEL
37760,35157,PREQUEL
37760,63675,SIDE_STORY
37760,124042,SIDE_STORY
37760,124195,ADAPTATION
37760,146646,ADAPTATION
37760,167795,SIDE_STORY
124195,108522,PREQUEL
124195,37760,ADAPTATION
124195,146646,SEQUEL
124195,156571,CHARACTER
108522,35157,ADAPTATION
108522,97888,PREQUEL
108522,114523,ADAPTATION
108522,124195,SEQUEL
114523,108066,PARENT
114523,108522,ADAPTATION
108066,86056,PREQUEL
108066,114523,SIDE_STORY
108066,169298,SEQUEL
86056,37760,PREQUEL
86056,108066,SEQUEL
86056,124042,SIDE_STORY
86056,134065,SPIN_OFF
134065,86056,PARENT
124042,41425,PARENT
124042,35157,PARENT
124042,37760,PARENT
124042,86056,PARENT
124042,37921,PARENT
124042,146492,ADAPTATION
37921,50649,ALTERNATIVE
37921,102119,SEQUEL
37921,45998,SEQUEL
37921,124042,OTHER
50649,37921,ALTERNATIVE
45998,37921,PREQUEL
102119,37921,PREQUEL
146492,124042,ADAPTATION
169298,108066,PREQUEL
156571,124195,CHARACTER
146646,124195,PREQUEL
146646,37760,ADAPTATION
167795,37760,PARENT
63675,37760,PARENT
91693,35157,PARENT
159085,35157,PARENT
107154,35157,PARENT
91818,41425,PARENT
91694,41425,PARENT
43122,41425,PARENT
154358,41425,ALTERNATIVE
142778,39982,CHARACTER
142778,41425,PARENT
39982,13303,ADAPTATION
39982,137166,SEQUEL
39982,142778,CHARACTER
39982,145521,ALTERNATIVE
145521,39982,ALTERNATIVE
137166,39982,PREQUEL
13303,39982,ADAPTATION
30007,264,ADAPTATION
30007,265,ADAPTATION
30007,12069,ADAPTATION
30007,5258,ADAPTATION
30007,263,ADAPTATION
30007,19647,ADAPTATION
30007,94538,CHARACTER
12069,30007,ADAPTATION
12069,263,PARENT
263,264,SEQUEL
263,30007,ADAPTATION
263,12069,SIDE_STORY
264,263,PREQUEL
264,265,SEQUEL
264,30007,ADAPTATION
265,264,PREQUEL
265,5258,SEQUEL
265,30007,ADAPTATION
5258,265,PREQUEL
5258,30007,ADAPTATION
5258,19647,SEQUEL
19647,5258,PREQUEL
19647,30007,ADAPTATION
20854,20510,PREQUEL
20854,38300,ADAPTATION
34270,128115,SEQUEL
34270,110694,CHARACTER
128115,34270,PREQUEL
128115,128116,SEQUEL
128116,128115,PREQUEL
145766,3545,PARENT
145767,3545,PARENT
145768,3545,PARENT
145769,3545,PARENT
145770,3545,PARENT
145771,3545,PARENT
145772,3545,PARENT
145773,3545,PARENT
145774,3545,PARENT
145775,3545,PARENT
145776,3545,PARENT
145777,3545,PARENT
145778,3545,PARENT
145779,3545,PARENT
145780,3545,PARENT
145781,3545,PARENT
145782,3545,PARENT
107256,106492,PREQUEL
107256,21,CHARACTER
107256,813,CHARACTER
107256,3545,CHARACTER
106492,971,CHARACTER
106492,813,CHARACTER
106492,21,CHARACTER
106492,107256,SEQUEL
971,30728,ADAPTATION
971,33010,ADAPTATION
971,18637,SIDE_STORY
971,2747,ALTERNATIVE
971,3044,ALTERNATIVE
971,106492,CHARACTER
971,21830,PREQUEL
971,154121,SIDE_STORY
971,17959,PREQUEL
3044,30728,ADAPTATION
3044,971,ALTERNATIVE
3044,2747,ALTERNATIVE
3044,17959,ALTERNATIVE
3044,17965,ALTERNATIVE
3044,21830,PREQUEL
21830,2747,SEQUEL
21830,98771,ADAPTATION
21830,3044,SEQUEL
21830,971,SEQUEL
2747,30728,ADAPTATION
2747,971,ALTERNATIVE
2747,3044,ALTERNATIVE
2747,17959,ALTERNATIVE
2747,17961,ALTERNATIVE
2747,17963,ALTERNATIVE
2747,21830,PREQUEL
2747,105746,OTHER
2747,10342,OTHER
2747,141984,CHARACTER
2747,126871,OTHER
141984,5834,CHARACTER
141984,2747,CHARACTER
5834,15875,SEQUEL
5834,45305,ADAPTATION
5834,17441,SIDE_STORY
5834,17443,SIDE_STORY
5834,17445,SIDE_STORY
5834,17439,ALTERNATIVE
5834,17447,SIDE_STORY
5834,141984,CHARACTER
17441,5834,PARENT
17441,17443,SEQUEL
17441,45305,ADAPTATION
45305,5834,ADAPTATION
45305,41437,ALTERNATIVE
45305,17447,ADAPTATION
45305,17445,ADAPTATION
45305,17443,ADAPTATION
45305,17441,ADAPTATION
45305,17439,ADAPTATION
45305,45315,SEQUEL
45305,166827,CHARACTER
17443,5834,PARENT
17443,17445,SEQUEL
17443,45305,ADAPTATION
17443,17441,PREQUEL
17445,5834,PARENT
17445,17447,SEQUEL
17445,45305,ADAPTATION
17445,17443,PREQUEL
17447,45305,ADAPTATION
17447,17445,PREQUEL
17447,5834,PARENT
45315,15875,ADAPTATION
45315,16486,ADAPTATION
45315,45305,PREQUEL
45315,166827,SEQUEL
15875,5834,PREQUEL
15875,16486,SEQUEL
15875,45315,ADAPTATION
16486,15875,PREQUEL
16486,45315,ADAPTATION
166827,45305,CHARACTER
166827,45315,PREQUEL
41437,45305,ALTERNATIVE
17439,5834,ALTERNATIVE
17439,45305,ADAPTATION
17959,2747,ALTERNATIVE
17959,3044,ALTERNATIVE
17959,971,SEQUEL
30728,2747,ADAPTATION
30728,3044,ADAPTATION
30728,971,ADAPTATION
30728,33010,ALTERNATIVE
30728,98771,PREQUEL
30728,36488,SPIN_OFF
30728,142476,CHARACTER
30728,30745,SPIN_OFF
36488,30728,PARENT
142476,31600,CHARACTER
142476,37080,CHARACTER
142476,111632,CHARACTER
142476,31325,CHARACTER
142476,35401,CHARACTER
142476,31658,CHARACTER
142476,39275,CHARACTER
142476,40798,CHARACTER
142476,31677,CHARACTER
142476,52266,CHARACTER
142476,49490,CHARACTER
142476,49499,CHARACTER
142476,47240,CHARACTER
142476,31111,CHARACTER
142476,42138,CHARACTER
142476,94706,CHARACTER
142476,30728,CHARACTER
142476,31676,CHARACTER
142476,81131,CHARACTER
142476,31695,CHARACTER
31111,7014,ADAPTATION
31111,20500,ADAPTATION
31111,142476,CHARACTER
20500,7014,PREQUEL
20500,31111,ADAPTATION
7014,31111,ADAPTATION
7014,20500,SEQUEL
47240,2427,ADAPTATION
47240,2428,ADAPTATION
47240,105255,CHARACTER
47240,142476,CHARACTER
2427,2429,SEQUEL
2427,47240,ADAPTATION
2427,2428,ALTERNATIVE
2427,2213,CHARACTER
2428,47240,ADAPTATION
2428,2427,ALTERNATIVE
2428,9991,CHARACTER
9991,1520,CHARACTER
9991,2428,CHARACTER
9991,1572,CHARACTER
1520,31600,ADAPTATION
1520,1521,SIDE_STORY
1520,2213,ALTERNATIVE
1520,21187,PREQUEL
1520,7229,ALTERNATIVE
1520,108339,SEQUEL
1520,9991,CHARACTER
21187,62429,ADAPTATION
21187,1520,SEQUEL
21187,2213,SEQUEL
21187,101347,CHARACTER
101347,31658,ADAPTATION
101347,5760,ALTERNATIVE
101347,107943,OTHER
101347,104668,ALTERNATIVE
101347,110228,OTHER
101347,2213,CHARACTER
101347,21187,CHARACTER
5760,31658,ADAPTATION
5760,11471,SUMMARY
5760,101347,ALTERNATIVE
31658,5760,ADAPTATION
31658,11471,ADAPTATION
31658,101347,ADAPTATION
31658,53495,SEQUEL
31658,104668,ADAPTATION
31658,121375,CHARACTER
31658,132379,CHARACTER
31658,142476,CHARACTER
31658,62429,CHARACTER
31658,149963,ADAPTATION
31658,122077,OTHER
149963,104668,ALTERNATIVE
149963,31658,ADAPTATION
104668,101347,ALTERNATIVE
104668,31658,ADAPTATION
104668,149963,ALTERNATIVE
11471,31658,ADAPTATION
11471,5760,PARENT
53495,31658,PREQUEL
122077,31658,PARENT
132379,92207,CHARACTER
132379,31676,CHARACTER
132379,40798,CHARACTER
132379,31771,CHARACTER
132379,31600,CHARACTER
132379,95126,CHARACTER
132379,31658,CHARACTER
132379,31325,CHARACTER
132379,52260,CHARACTER
132379,52196,CHARACTER
52260,3235,ADAPTATION
52260,123651,ALTERNATIVE
52260,132379,CHARACTER
52260,158571,CHARACTER
123651,123638,CHARACTER
123651,52260,ALTERNATIVE
123651,158571,CHARACTER
158571,123651,CHARACTER
158571,52260,CHARACTER
123638,52195,CHARACTER
123638,113422,CHARACTER
123638,123651,CHARACTER
123638,123652,CHARACTER
123638,52307,CHARACTER
123638,123653,CHARACTER
123638,73317,CHARACTER
52195,123638,CHARACTER
123652,123638,CHARACTER
123653,123638,CHARACTER
73317,52307,ALTERNATIVE
73317,123638,CHARACTER
52307,73317,ALTERNATIVE
52307,123638,CHARACTER
113422,123638,CHARACTER
3235,52260,ADAPTATION
52196,132379,CHARACTER
52196,9613,ADAPTATION
9613,52196,ADAPTATION
92207,31676,ALTERNATIVE
92207,132379,CHARACTER
92207,142947,ALTERNATIVE
31676,3024,ADAPTATION
31676,14249,ADAPTATION
31676,35372,ALTERNATIVE
31676,103709,ADAPTATION
31676,52208,SEQUEL
31676,92207,ALTERNATIVE
31676,109496,CHARACTER
31676,110587,OTHER
31676,132379,CHARACTER
31676,142476,CHARACTER
31676,142947,ALTERNATIVE
142947,31676,ALTERNATIVE
142947,92207,ALTERNATIVE
14249,31676,ADAPTATION
35372,31676,ALTERNATIVE
3024,31676,ADAPTATION
3024,103709,PREQUEL
103709,3024,SEQUEL
103709,31676,ADAPTATION
52208,31676,PREQUEL
109496,31676,CHARACTER
110587,31676,ALTERNATIVE
110587,31676,PARENT
31600,4071,ADAPTATION
31600,2214,ADAPTATION
31600,1521,ADAPTATION
31600,10055,ADAPTATION
31600,6246,ADAPTATION
31600,1983,ADAPTATION
31600,1520,ADAPTATION
31600,1373,ADAPTATION
31600,2213,ADAPTATION
31600,41050,ALTERNATIVE
31600,41052,ALTERNATIVE
31600,53711,ALTERNATIVE
31600,105170,SPIN_OFF
31600,59691,SEQUEL
31600,62429,PREQUEL
31600,7229,ADAPTATION
31600,109493,CHARACTER
31600,109495,CHARACTER
31600,46999,ALTERNATIVE
31600,132379,CHARACTER
31600,136384,CHARACTER
31600,142476,CHARACTER
31600,111619,OTHER
31600,143873,CHARACTER
31600,143913,ALTERNATIVE
31600,32913,CHARACTER
143873,31600,CHARACTER
111619,31600,PARENT
32913,919,ADAPTATION
32913,31600,CHARACTER
32913,31800,CHARACTER
32913,167775,SEQUEL
31800,1704,ADAPTATION
31800,1599,ADAPTATION
31800,92916,SEQUEL
31800,32913,CHARACTER
1704,31800,ADAPTATION
1704,1599,ALTERNATIVE
1599,31800,ADAPTATION
1599,1704,ALTERNATIVE
92916,31800,PREQUEL
167775,32913,PREQUEL
167775,91822,OTHER
91822,167775,PARENT
919,32913,ADAPTATION
919,2213,PARENT
2213,1373,PREQUEL
2213,2214,SEQUEL
2213,31600,ADAPTATION
2213,1983,SIDE_STORY
2213,1520,ALTERNATIVE
2213,7229,ALTERNATIVE
2213,21187,PREQUEL
