media_id,genre_id
6484,Action
6484,Comedy
134356,Action
134356,Sci-Fi
129895,Action
129895,Adventure
129895,Drama
129895,Fantasy
128291,Action
128291,Adventure
128291,Comedy
128291,Fantasy
96427,Action
96427,Adventure
96427,Comedy
96427,Fantasy
117802,Action
117802,Adventure
117802,Comedy
117802,Fantasy
104664,Action
104664,Adventure
104664,Comedy
104664,Fantasy
110450,Action
146516,Action
138283,Action
138283,Adventure
138283,Comedy
138283,Drama
138283,Fantasy
110258,Comedy
19123,Action
19123,Adventure
19123,Comedy
19123,Drama
19123,Fantasy
110259,Comedy
110409,Comedy
103252,Comedy
15323,Action
15323,Adventure
15323,Comedy
15323,Drama
15323,Fantasy
99302,Action
99302,Adventure
99302,Drama
55146,Action
55146,Comedy
37887,Action
37887,Adventure
37887,Comedy
37887,Fantasy
125829,Action
125829,Adventure
125829,Comedy
125829,Fantasy
105450,Fantasy
46502,Action
46502,Adventure
46502,Comedy
46502,Fantasy
46502,Slice of Life
93339,Comedy
16245,Comedy
11787,Action
11787,Adventure
11787,Comedy
10033,Action
10033,Adventure
10033,Comedy
10033,Fantasy
17699,Action
17699,Adventure
17699,Fantasy
10074,Action
10074,Adventure
10074,Comedy
6941,Action
6941,Adventure
6941,Comedy
166969,Action
166969,Comedy
110715,Comedy
44414,Action
44414,Adventure
44414,Comedy
113308,Drama
101099,Romance
101099,Slice of Life
512,Adventure
512,Drama
512,Fantasy
512,Slice of Life
2406,Comedy
2406,Slice of Life
43192,Comedy
43192,Slice of Life
116324,Comedy
116324,Slice of Life
2225,Drama
2225,Slice of Life
9547,Drama
9547,Slice of Life
9548,Drama
9548,Slice of Life
9549,Drama
9549,Slice of Life
8176,Comedy
10813,Comedy
10813,Drama
10813,Slice of Life
126649,Action
126649,Adventure
126649,Comedy
2490,Comedy
2490,Fantasy
2490,Sports
143293,Action
143293,Adventure
1094,Adventure
1094,Comedy
1094,Fantasy
114761,Action
114761,Adventure
114761,Comedy
1237,Adventure
1237,Comedy
1237,Fantasy
1238,Adventure
1238,Comedy
1238,Fantasy
141902,Action
141902,Adventure
141902,Comedy
141902,Drama
141902,Fantasy
141902,Music
12001,Action
12001,Adventure
12001,Comedy
20835,Action
20835,Comedy
20835,Fantasy
2020,Adventure
2020,Comedy
2020,Fantasy
21485,Action
21485,Adventure
21485,Comedy
21485,Drama
21485,Fantasy
21230,Action
21230,Adventure
21230,Comedy
21230,Drama
102639,Comedy
102639,Fantasy
21459,Action
21459,Adventure
21459,Comedy
21856,Action
21856,Adventure
21856,Comedy
85486,Action
85486,Adventure
85486,Comedy
85486,Drama
85486,Fantasy
97154,Action
97154,Comedy
110981,Action
110981,Adventure
103625,Action
100723,Action
100723,Comedy
100723,Drama
100723,Sci-Fi
141517,Action
141517,Comedy
141517,Drama
141517,Sci-Fi
105893,Action
105893,Drama
109544,Action
100166,Action
100166,Adventure
100166,Comedy
100166,Drama
104276,Action
104276,Adventure
104276,Comedy
104276,Drama
104276,Sci-Fi
108553,Action
108553,Sci-Fi
126661,Comedy
141521,Action
114207,Action
114207,Drama
117193,Action
117193,Adventure
117193,Comedy
117193,Sci-Fi
126659,Action
126659,Adventure
126659,Sci-Fi
137509,Action
137509,Comedy
137509,Drama
137509,Fantasy
142411,Action
142411,Comedy
141101,Action
141101,Adventure
168013,Action
168013,Adventure
168013,Sci-Fi
139630,Action
139630,Adventure
139630,Comedy
163139,Action
163139,Adventure
169402,Action
161981,Action
161981,Fantasy
141522,Action
141522,Sci-Fi
149073,Action
149073,Comedy
149073,Sports
122349,Action
122349,Adventure
122349,Comedy
109325,Action
109325,Comedy
109325,Sci-Fi
51062,Action
51062,Comedy
51062,Fantasy
48208,Action
48208,Comedy
48208,Fantasy
97842,Action
97842,Adventure
97842,Drama
97842,Fantasy
126770,Action
126770,Comedy
111722,Action
111722,Comedy
122301,Action
122301,Comedy
111720,Action
111719,Action
165600,Action
165600,Comedy
110764,Action
110764,Drama
110764,Sci-Fi
111723,Action
111721,Action
96987,Action
96987,Sci-Fi
112631,Action
98872,Action
101697,Action
20548,Action
31629,Action
93964,Action
111724,Action
86652,Action
86652,Comedy
86652,Fantasy
130183,Action
130183,Adventure
130183,Comedy
130183,Supernatural
87486,Action
87486,Adventure
87486,Comedy
87486,Supernatural
113050,Comedy
21509,Action
21509,Horror
21509,Mystery
21509,Psychological
21509,Sci-Fi
21509,Thriller
117632,Comedy
117632,Sci-Fi
21825,Action
21825,Drama
21825,Horror
21825,Mystery
21825,Psychological
21825,Sci-Fi
21825,Thriller
117539,Comedy
117539,Sci-Fi
16592,Horror
16592,Mystery
16592,Psychological
16592,Sci-Fi
16592,Thriller
119488,Comedy
89313,Horror
89313,Mystery
89313,Psychological
89313,Sci-Fi
119489,Comedy
119489,Mystery
119489,Slice of Life
67917,Horror
67917,Mystery
67917,Psychological
67917,Sci-Fi
116880,Comedy
116880,Sci-Fi
115236,Horror
115236,Mystery
115236,Psychological
115236,Sci-Fi
74243,Comedy
74243,Sci-Fi
127206,Comedy
127206,Sci-Fi
81575,Comedy
81575,Sci-Fi
78441,Horror
78441,Mystery
78441,Psychological
78441,Sci-Fi
111596,Comedy
111596,Mystery
111596,Sci-Fi
74229,Horror
74229,Mystery
74229,Psychological
74229,Sci-Fi
98153,Action
98153,Mystery
98153,Psychological
98153,Sci-Fi
97672,Action
97672,Psychological
97672,Sci-Fi
97672,Thriller
115888,Comedy
115888,Mystery
115888,Sci-Fi
116818,Comedy
116818,Slice of Life
115961,Comedy
115961,Mystery
115961,Sci-Fi
87418,Action
87418,Adventure
87418,Horror
87418,Mystery
87418,Sci-Fi
118094,Comedy
118094,Sci-Fi
94919,Action
94919,Adventure
94919,Horror
94919,Mystery
94919,Sci-Fi
117649,Comedy
117649,Horror
117649,Sci-Fi
120144,Horror
120144,Mystery
120144,Psychological
120144,Sci-Fi
77917,Mystery
83537,Action
83537,Horror
83537,Mystery
83537,Sci-Fi
87029,Mystery
87029,Psychological
105333,Action
105333,Adventure
105333,Comedy
105333,Sci-Fi
98416,Action
98416,Adventure
98416,Comedy
98416,Sci-Fi
112673,Adventure
112673,Sci-Fi
117634,Action
117634,Adventure
117634,Comedy
117634,Sci-Fi
152129,Action
152129,Adventure
152129,Drama
152129,Sci-Fi
107307,Adventure
107307,Sci-Fi
162670,Action
162670,Adventure
162670,Comedy
162670,Sci-Fi
131518,Action
131518,Adventure
131518,Comedy
131518,Sci-Fi
142876,Action
142876,Adventure
142876,Comedy
142876,Sci-Fi
113936,Action
113936,Adventure
113936,Comedy
113936,Sci-Fi
133514,Adventure
133514,Fantasy
130283,Adventure
130283,Fantasy
122807,Drama
122807,Sports
109298,Adventure
109298,Comedy
109298,Slice of Life
116923,Comedy
109319,Adventure
109319,Comedy
30,Action
30,Drama
30,Mecha
30,Mystery
30,Psychological
30,Sci-Fi
32,Action
32,Drama
32,Mecha
32,Psychological
32,Sci-Fi
31,Drama
31,Mecha
31,Psychological
31,Sci-Fi
2759,Action
2759,Drama
2759,Mecha
2759,Psychological
2759,Sci-Fi
3784,Action
3784,Drama
3784,Mecha
3784,Psychological
3784,Sci-Fi
3785,Action
3785,Drama
3785,Mecha
3785,Psychological
3785,Sci-Fi
101092,Action
101092,Drama
101092,Mecha
101092,Sci-Fi
155399,Action
155399,Mecha
155399,Sci-Fi
3786,Action
3786,Drama
3786,Mecha
3786,Psychological
3786,Sci-Fi
20947,Action
20947,Ecchi
20947,Fantasy
20947,Mecha
20947,Music
20947,Supernatural
99424,Action
99424,Mecha
99424,Sci-Fi
109186,Comedy
116192,Action
116192,Mecha
116192,Sci-Fi
166772,Slice of Life
166116,Action
166116,Mecha
166116,Sci-Fi
112266,Slice of Life
112267,Action
112267,Sci-Fi
155947,Action
155947,Mecha
155947,Sci-Fi
158990,Action
158990,Mecha
158990,Sci-Fi
158991,Action
158991,Mecha
158991,Sci-Fi
142684,Action
142684,Mecha
142684,Romance
142684,Sci-Fi
166765,Mecha
166765,Sci-Fi
113950,Action
113950,Mecha
113950,Romance
113950,Sci-Fi
155948,Action
155948,Mecha
155948,Sci-Fi
124082,Action
124082,Slice of Life
140099,Slice of Life
122673,Action
122673,Adventure
122673,Comedy
122673,Drama
122673,Fantasy
32939,Comedy
32939,Fantasy
63525,Comedy
63525,Fantasy
50878,Action
50878,Adventure
50878,Fantasy
162893,Action
162893,Adventure
162893,Drama
162893,Fantasy
166974,Adventure
10278,Comedy
10278,Drama
10278,Music
10278,Slice of Life
4033,Comedy
4033,Music
98310,Music
101546,Music
103923,Comedy
103923,Slice of Life
126886,Comedy
126886,Slice of Life
137075,Music
137075,Sci-Fi
162889,Music
108415,Music
167480,Slice of Life
166853,Music
132383,Comedy
120755,Music
110370,Comedy
110370,Drama
110370,Music
110370,Slice of Life
149891,Comedy
149891,Slice of Life
116632,Drama
116632,Music
145490,Music
145490,Slice of Life
85788,Music
94520,Comedy
94520,Slice of Life
85787,Comedy
85787,Slice of Life
110219,Comedy
110219,Music
110219,Slice of Life
20693,Comedy
20693,Music
20693,Slice of Life
128418,Music
128418,Slice of Life
123994,Slice of Life
138716,Sci-Fi
113221,Action
97765,Comedy
97765,Music
97765,Slice of Life
102723,Comedy
102184,Comedy
102184,Music
102184,Slice of Life
100225,Comedy
100225,Music
100225,Slice of Life
98556,Comedy
98556,Music
98556,Slice of Life
99742,Comedy
99742,Music
99742,Slice of Life
101267,Comedy
101267,Music
101267,Slice of Life
105962,Comedy
105962,Music
105962,Slice of Life
108810,Comedy
103311,Comedy
103311,Music
103311,Slice of Life
122208,Comedy
122208,Music
122208,Slice of Life
122207,Comedy
122207,Music
122207,Slice of Life
122206,Comedy
122206,Music
122206,Slice of Life
122205,Comedy
122205,Music
122205,Slice of Life
115519,Comedy
115519,Music
115519,Slice of Life
21094,Comedy
21094,Music
21094,Slice of Life
21564,Music
21564,Slice of Life
96784,Comedy
96784,Drama
96784,Music
92675,Comedy
92675,Slice of Life
92676,Comedy
92676,Slice of Life
92677,Comedy
92677,Slice of Life
92679,Comedy
92679,Slice of Life
103848,Comedy
103848,Drama
103848,Slice of Life
103849,Comedy
103849,Drama
103849,Slice of Life
146975,Comedy
146975,Drama
146975,Music
146975,Slice of Life
166532,Comedy
166532,Drama
166532,Music
166532,Slice of Life
103309,Comedy
103309,Slice of Life
72333,Comedy
72333,Slice of Life
74493,Music
73425,Slice of Life
112325,Fantasy
126304,Comedy
126304,Fantasy
140085,Fantasy
163136,Fantasy
141814,Comedy
141814,Fantasy
107871,Adventure
107871,Comedy
107871,Fantasy
122808,Action
122808,Adventure
122808,Comedy
122808,Fantasy
123911,Action
123911,Adventure
123911,Comedy
123911,Drama
123911,Fantasy
123911,Slice of Life
148093,Comedy
148093,Fantasy
148093,Slice of Life
112293,Comedy
112293,Ecchi
112293,Romance
119812,Comedy
119812,Ecchi
119812,Romance
87382,Comedy
87382,Ecchi
87382,Romance
20590,Action
20590,Adventure
20590,Fantasy
20590,Supernatural
113114,Action
113114,Adventure
113114,Fantasy
113114,Supernatural
21184,Action
21184,Fantasy
21184,Romance
21184,Supernatural
98629,Action
98629,Adventure
98629,Fantasy
98629,Supernatural
21322,Fantasy
21322,Romance
21322,Slice of Life
117086,Comedy
21361,Adventure
21361,Fantasy
103102,Action
103102,Adventure
103102,Fantasy
104025,Action
104025,Adventure
104025,Fantasy
93358,Action
93358,Adventure
93358,Fantasy
107346,Adventure
107346,Fantasy
116968,Adventure
116968,Fantasy
100469,Fantasy
103069,Comedy
128153,Fantasy
128153,Supernatural
98514,Drama
98514,Slice of Life
98514,Sports
103237,Slice of Life
103237,Sports
108941,Comedy
108941,Slice of Life
154386,Comedy
154386,Slice of Life
116943,Comedy
116943,Slice of Life
101464,Comedy
101464,Drama
101464,Slice of Life
131850,Comedy
119247,Drama
119247,Sports
142931,Comedy
153549,Drama
153549,Sports
163218,Slice of Life
135321,Comedy
135321,Sports
148473,Sports
124223,Drama
124223,Slice of Life
124223,Sports
145608,Slice of Life
145608,Sports
148401,Comedy
148401,Slice of Life
148370,Drama
148370,Slice of Life
148370,Sports
156632,Drama
156632,Slice of Life
156632,Sports
103871,Comedy
103871,Music
103871,Supernatural
132552,Action
132552,Comedy
132552,Supernatural
104714,Comedy
104714,Horror
104714,Music
104714,Supernatural
110733,Comedy
110733,Music
110733,Supernatural
140337,Comedy
140337,Music
140337,Supernatural
154006,Comedy
154006,Music
154006,Supernatural
145309,Comedy
145309,Music
145309,Slice of Life
145309,Supernatural
142173,Fantasy
142173,Music
142173,Slice of Life
17437,Comedy
17437,Music
17437,Slice of Life
14835,Music
14835,Slice of Life
11889,Comedy
11889,Music
11889,Slice of Life
74037,Slice of Life
102108,Drama
102108,Music
102108,Slice of Life
1694,Action
1694,Comedy
1694,Mecha
1694,Romance
1694,Sci-Fi
38140,Mecha
38140,Sci-Fi
3406,Comedy
3406,Mecha
3406,Sci-Fi
168028,Comedy
168028,Ecchi
168016,Comedy
168016,Drama
168017,Comedy
168017,Ecchi
168019,Comedy
168021,Comedy
54073,Comedy
54073,Ecchi
168026,Comedy
168027,Comedy
168030,Comedy
168030,Ecchi
104159,Action
104159,Ecchi
104159,Sci-Fi
124545,Action
124545,Comedy
124545,Drama
124545,Fantasy
124545,Sci-Fi
105795,Action
105795,Comedy
105795,Ecchi
105795,Fantasy
105795,Romance
105795,Sci-Fi
105795,Slice of Life
125503,Comedy
125503,Slice of Life
105796,Comedy
105796,Slice of Life
105797,Comedy
105797,Slice of Life
105798,Comedy
105798,Slice of Life
108547,Slice of Life
139752,Ecchi
139752,Slice of Life
114473,Ecchi
114473,Slice of Life
169080,Ecchi
169080,Slice of Life
142340,Action
142340,Comedy
142340,Romance
142340,Sci-Fi
142340,Slice of Life
104971,Comedy
154525,Comedy
154525,Slice of Life
132565,Slice of Life
132088,Action
132088,Drama
132088,Sci-Fi
132088,Supernatural
132089,Comedy
132089,Slice of Life
168992,Slice of Life
169685,Slice of Life
90934,Slice of Life
21637,Action
21637,Adventure
21637,Comedy
21637,Romance
21637,Sci-Fi
21858,Comedy
21858,Fantasy
19489,Comedy
19489,Fantasy
14349,Comedy
14349,Fantasy
13863,Action
13863,Drama
13863,Mystery
13863,Sci-Fi
13863,Thriller
14353,Drama
14353,Mystery
14353,Psychological
14353,Thriller
14347,Action
14347,Drama
20931,Drama
20931,Mystery
20931,Psychological
20931,Supernatural
20931,Thriller
107770,Action
107770,Ecchi
107770,Mystery
107770,Sci-Fi
107770,Thriller
107771,Action
107771,Ecchi
107771,Mystery
107771,Sci-Fi
107771,Thriller
107772,Action
107772,Mystery
107772,Sci-Fi
107772,Thriller
96202,Fantasy
99089,Adventure
99089,Fantasy
96203,Adventure
96203,Comedy
96203,Fantasy
101817,Action
101817,Comedy
16774,Action
16774,Comedy
20456,Action
17843,Action
17843,Comedy
15313,Fantasy
16738,Fantasy
20267,Comedy
20267,Fantasy
20267,Slice of Life
20999,Comedy
20999,Fantasy
20999,Slice of Life
115069,Music
115069,Slice of Life
123649,Music
162083,Music
146705,Music
128563,Comedy
128563,Music
128563,Slice of Life
146321,Music
146321,Slice of Life
147216,Music
147216,Slice of Life
122073,Music
124634,Music
99002,Action
97182,Comedy
97182,Sci-Fi
80,Drama
80,Mecha
80,Sci-Fi
147460,Drama
147460,Sci-Fi
6336,Action
6336,Drama
6336,Mecha
6336,Sci-Fi
21658,Action
21658,Drama
21658,Mecha
21658,Sci-Fi
98504,Mecha
98504,Sci-Fi
107994,Mecha
107994,Sci-Fi
104557,Action
104557,Mecha
104557,Romance
104557,Sci-Fi
101554,Action
101554,Drama
101554,Mecha
101554,Sci-Fi
109953,Action
109953,Drama
109953,Mecha
105595,Action
105595,Drama
105595,Mecha
105595,Sci-Fi
132002,Action
132002,Drama
132002,Mecha
132002,Sci-Fi
86961,Action
86961,Mecha
86961,Sci-Fi
60593,Mecha
60593,Sci-Fi
93728,Mecha
93728,Sci-Fi
86,Drama
86,Mecha
86,Sci-Fi
126624,Comedy
126624,Slice of Life
85,Drama
85,Mecha
85,Sci-Fi
61441,Mecha
61441,Sci-Fi
136715,Mecha
136715,Sci-Fi
1967,Drama
1967,Mecha
1967,Sci-Fi
1092,Action
1092,Drama
1092,Mecha
1092,Sci-Fi
1091,Action
1091,Drama
1091,Mecha
1091,Sci-Fi
1090,Action
1090,Adventure
1090,Drama
1090,Mecha
1090,Sci-Fi
10937,Action
10937,Mecha
10937,Sci-Fi
30214,Action
30214,Drama
30214,Mecha
30214,Sci-Fi
108039,Action
108039,Mecha
108039,Sci-Fi
147175,Mecha
147175,Sci-Fi
134681,Drama
134681,Mecha
91161,Comedy
91161,Mecha
91161,Sci-Fi
91161,Slice of Life
39889,Action
39889,Drama
39889,Mecha
39889,Sci-Fi
117410,Mecha
39977,Action
39977,Drama
39977,Mecha
39977,Sci-Fi
30206,Action
30206,Mecha
30206,Sci-Fi
45185,Mecha
45185,Sci-Fi
45185,Slice of Life
82163,Mecha
82163,Sci-Fi
147192,Mecha
147192,Sci-Fi
121910,Mecha
121910,Sci-Fi
39736,Action
39736,Drama
39736,Mecha
147800,Mecha
147800,Sci-Fi
59391,Action
59391,Drama
59391,Mecha
59391,Sci-Fi
39142,Drama
39142,Mecha
39142,Romance
39142,Sci-Fi
57195,Drama
90447,Mecha
93727,Mecha
93727,Sci-Fi
48143,Sci-Fi
155275,Action
155275,Mecha
162034,Mecha
84123,Action
84123,Mecha
84123,Sci-Fi
96,Action
96,Adventure
96,Drama
96,Mecha
96,Romance
166592,Action
166592,Mecha
33510,Mecha
131323,Action
131323,Adventure
131323,Comedy
131323,Drama
131323,Mecha
131323,Romance
95656,Action
95656,Mecha
95656,Sci-Fi
131433,Action
131433,Adventure
131433,Comedy
131433,Drama
131433,Mecha
131433,Romance
131454,Action
131454,Adventure
131454,Comedy
131454,Drama
131454,Mecha
131454,Romance
131637,Action
131637,Adventure
131637,Comedy
131637,Drama
131637,Mecha
131637,Romance
30349,Action
30349,Mecha
30349,Sci-Fi
31936,Action
31936,Mecha
31936,Sci-Fi
95568,Action
95568,Drama
95568,Mecha
95568,Sci-Fi
91,Action
91,Drama
91,Mecha
91,Sci-Fi
2273,Action
2273,Drama
2273,Mecha
2273,Sci-Fi
90,Action
90,Adventure
90,Drama
90,Mecha
90,Sci-Fi
7113,Mecha
7113,Sci-Fi
89,Drama
89,Mecha
89,Sci-Fi
147938,Comedy
147938,Mecha
147938,Sci-Fi
149558,Action
149558,Mecha
149558,Sci-Fi
84,Adventure
84,Drama
84,Mecha
84,Sci-Fi
2695,Action
2695,Adventure
2695,Mecha
2695,Sci-Fi
43420,Action
43420,Mecha
43420,Sci-Fi
39854,Action
39854,Mecha
39854,Sci-Fi
10581,Action
10581,Drama
10581,Mecha
10581,Sci-Fi
110332,Action
110332,Drama
110332,Mecha
110332,Sci-Fi
90875,Action
90875,Mecha
90875,Sci-Fi
144234,Mecha
144234,Sci-Fi
61939,Mecha
61939,Sci-Fi
150411,Action
150411,Mecha
150411,Sci-Fi
58007,Mecha
88,Drama
88,Mecha
88,Sci-Fi
35202,Action
35202,Mecha
35202,Sci-Fi
35203,Action
35203,Mecha
35203,Sci-Fi
35204,Action
35204,Mecha
35204,Sci-Fi
35204,Sports
62799,Action
62799,Mecha
62799,Sci-Fi
121818,Action
121818,Mecha
121818,Sci-Fi
145424,Mecha
145424,Sci-Fi
166123,Mecha
166123,Sci-Fi
128456,Action
128456,Drama
128456,Mecha
128456,Sci-Fi
136714,Action
136714,Mecha
136714,Sci-Fi
46456,Mecha
141612,Mecha
39273,Action
39273,Mecha
39273,Sci-Fi
114477,Action
114477,Drama
114477,Mecha
114477,Sci-Fi
81,Adventure
81,Drama
81,Mecha
81,Romance
81,Sci-Fi
83,Drama
83,Mecha
83,Sci-Fi
17717,Action
17717,Mecha
5723,Drama
5723,Mecha
5723,Sci-Fi
82,Adventure
82,Drama
82,Mecha
82,Sci-Fi
147489,Mecha
147489,Sci-Fi
53869,Drama
53869,Mecha
5270,Action
5270,Mecha
5270,Sci-Fi
87,Drama
87,Mecha
87,Sci-Fi
112450,Drama
112450,Mecha
138344,Drama
138344,Mecha
138344,Sci-Fi
90921,Action
90921,Mecha
90921,Sci-Fi
136709,Action
136709,Drama
136709,Mecha
136709,Sci-Fi
46168,Action
46168,Adventure
46168,Drama
46168,Mecha
50423,Mecha
50423,Romance
50423,Sci-Fi
49514,Action
49514,Mecha
49514,Sci-Fi
153277,Action
153277,Mecha
153277,Sci-Fi
147110,Mecha
147110,Sci-Fi
52122,Action
52122,Drama
52122,Mecha
52122,Sci-Fi
60591,Drama
60591,Mecha
60591,Sci-Fi
14007,Drama
14007,Mecha
14007,Sci-Fi
107801,Action
107801,Mecha
107801,Sci-Fi
3288,Action
3288,Mecha
93,Action
93,Drama
93,Mecha
93,Sci-Fi
864,Mecha
864,Sci-Fi
30593,Action
30593,Mecha
30593,Sci-Fi
30345,Action
30345,Mecha
30345,Sci-Fi
30594,Action
30594,Mecha
30594,Sci-Fi
156172,Action
156172,Mecha
156172,Sci-Fi
156174,Action
156174,Mecha
156174,Sci-Fi
40982,Action
40982,Mecha
40982,Sci-Fi
30351,Action
30351,Drama
30351,Mecha
30351,Romance
30351,Sci-Fi
113421,Mecha
134983,Mecha
33865,Drama
33865,Mecha
33865,Sci-Fi
117779,Action
117779,Mecha
117779,Sci-Fi
20658,Action
20658,Mecha
20658,Sci-Fi
112449,Comedy
112449,Mecha
112449,Sports
114760,Comedy
114334,Action
114334,Mecha
114334,Sci-Fi
105596,Action
105596,Mecha
105596,Sci-Fi
132324,Action
132324,Mecha
132324,Sci-Fi
146631,Action
146631,Mecha
146631,Sci-Fi
146632,Action
146632,Mecha
146632,Sci-Fi
93067,Action
93067,Mecha
93067,Sci-Fi
102525,Action
102525,Mecha
102525,Sci-Fi
21268,Action
21268,Drama
21268,Mecha
21268,Sci-Fi
86575,Action
86575,Drama
86575,Mecha
86575,Sci-Fi
124525,Action
124525,Drama
124525,Mecha
124525,Sci-Fi
21749,Action
21749,Drama
21749,Mecha
21749,Sci-Fi
97039,Mecha
97039,Sci-Fi
114842,Action
114842,Mecha
114842,Sci-Fi
2581,Action
2581,Drama
2581,Mecha
2581,Sci-Fi
50467,Action
50467,Mecha
41561,Mecha
48440,Action
48440,Mecha
48440,Sci-Fi
49033,Action
49033,Mecha
49033,Sci-Fi
36732,Mecha
50477,Action
50477,Mecha
50477,Sci-Fi
3927,Action
3927,Drama
3927,Mecha
3927,Sci-Fi
7270,Action
7270,Drama
7270,Mecha
7270,Sci-Fi
6288,Action
6288,Mecha
6288,Sci-Fi
54812,Action
54812,Mecha
54812,Sci-Fi
54548,Action
54548,Mecha
54548,Sci-Fi
45148,Action
45148,Mecha
45148,Sci-Fi
34404,Action
34404,Mecha
34404,Sci-Fi
146488,Action
146488,Mecha
146488,Sci-Fi
5351,Action
5351,Mecha
5351,Sci-Fi
10808,Action
10808,Mecha
10808,Sci-Fi
77248,Action
77248,Drama
77248,Mecha
77248,Sci-Fi
65321,Action
65321,Drama
65321,Mecha
65321,Sci-Fi
136710,Action
136710,Mecha
136710,Sci-Fi
65319,Action
65319,Drama
65319,Mecha
65319,Sci-Fi
60861,Mecha
17655,Action
17655,Drama
17655,Mecha
17655,Sci-Fi
2743,Comedy
2298,Action
2298,Drama
2298,Mecha
2298,Sci-Fi
2269,Action
2269,Mecha
2269,Romance
2269,Sci-Fi
2294,Action
2294,Drama
2294,Mecha
2294,Sci-Fi
1241,Action
1241,Drama
1241,Mecha
1241,Sci-Fi
134761,Drama
134761,Mecha
94,Action
94,Drama
94,Mecha
94,Romance
94,Sci-Fi
30408,Action
30408,Drama
30408,Mecha
30408,Romance
30408,Sci-Fi
43787,Action
43787,Drama
43787,Mecha
43787,Sci-Fi
1215,Mecha
1215,Sci-Fi
46088,Action
46088,Mecha
92,Adventure
92,Drama
92,Mecha
92,Sci-Fi
50221,Action
50221,Adventure
50221,Comedy
50221,Mecha
50221,Sci-Fi
137373,Mecha
33087,Mecha
95,Action
95,Adventure
95,Drama
95,Mecha
95,Sci-Fi
65281,Action
65281,Drama
65281,Mecha
65281,Sci-Fi
34186,Action
34186,Mecha
34186,Sci-Fi
133763,Adventure
133763,Drama
133763,Mecha
133763,Sci-Fi
146167,Mecha
146167,Sci-Fi
61845,Mecha
61845,Sci-Fi
3963,Action
3963,Drama
3963,Mecha
3963,Sci-Fi
3964,Action
3964,Drama
3964,Mecha
3964,Sci-Fi
3626,Action
3626,Adventure
3626,Drama
3626,Mecha
3626,Sci-Fi
95567,Action
95567,Drama
95567,Mecha
95567,Sci-Fi
107188,Action
107188,Mecha
107188,Sci-Fi
55822,Action
55822,Mecha
30454,Action
30454,Drama
30454,Mecha
30454,Sci-Fi
145192,Action
145192,Mecha
145192,Sci-Fi
54679,Action
54679,Drama
54679,Mecha
31938,Mecha
31938,Sci-Fi
31939,Mecha
31939,Sci-Fi
31941,Mecha
31941,Sci-Fi
90291,Comedy
90291,Mecha
31546,Action
31546,Adventure
31546,Drama
31546,Mecha
31546,Sci-Fi
150708,Action
150708,Adventure
150708,Drama
150708,Mecha
150708,Sports
1968,Drama
1968,Mecha
1968,Romance
1968,Sci-Fi
1969,Drama
1969,Mecha
1969,Sci-Fi
8839,Adventure
8839,Mecha
37761,Mecha
37761,Sci-Fi
9708,Action
9708,Mecha
9708,Sci-Fi
116090,Action
116090,Drama
116090,Mecha
116090,Sci-Fi
159574,Mecha
159574,Sci-Fi
35206,Action
35206,Drama
35206,Mecha
35206,Sci-Fi
113971,Action
113971,Drama
113971,Mecha
113971,Sci-Fi
20707,Mecha
112451,Action
112451,Mecha
112452,Action
112452,Mecha
35177,Drama
35177,Mecha
35177,Sci-Fi
147457,Mecha
147457,Sci-Fi
137958,Action
137958,Drama
137958,Mecha
137958,Sci-Fi
147116,Mecha
147116,Sci-Fi
147123,Mecha
147123,Sci-Fi
116953,Drama
116953,Mecha
116953,Sci-Fi
48254,Drama
48254,Mecha
48254,Sci-Fi
116813,Action
116813,Mecha
116813,Sci-Fi
147549,Comedy
147549,Mecha
147549,Sci-Fi
147504,Comedy
147504,Mecha
147504,Sci-Fi
117253,Comedy
117253,Slice of Life
136712,Action
136712,Mecha
108041,Action
108041,Mecha
126664,Action
126664,Mecha
19977,Action
19977,Mecha
19977,Sci-Fi
139273,Mecha
139273,Sci-Fi
152641,Action
152641,Mecha
152641,Sci-Fi
151442,Mecha
151442,Sci-Fi
139274,Action
139274,Mecha
139274,Sci-Fi
146922,Mecha
146922,Sci-Fi
163179,Mecha
163179,Sci-Fi
155158,Action
155158,Mecha
155158,Sci-Fi
162271,Mecha
162271,Sci-Fi
146958,Mecha
146958,Sci-Fi
147020,Mecha
147020,Sci-Fi
147054,Mecha
147054,Sci-Fi
147711,Mecha
147711,Sci-Fi
18449,Mecha
18449,Sci-Fi
64033,Action
64033,Mecha
64033,Sci-Fi
159265,Comedy
159265,Mecha
159265,Sci-Fi
147017,Mecha
147017,Sci-Fi
8287,Action
8287,Mecha
8132,Action
8132,Mecha
165481,Action
165481,Sci-Fi
147052,Mecha
147052,Sci-Fi
150134,Mecha
150134,Sci-Fi
88196,Comedy
88196,Mecha
30353,Action
30353,Mecha
30353,Sci-Fi
114841,Action
114841,Mecha
114841,Sci-Fi
143002,Action
143002,Mecha
143002,Sci-Fi
126625,Action
126625,Comedy
126625,Drama
126625,Sci-Fi
126625,Supernatural
126626,Comedy
126626,Sci-Fi
126626,Slice of Life
96933,Drama
96933,Mecha
96933,Sci-Fi
120600,Action
120600,Drama
120600,Mecha
120600,Sci-Fi
159405,Action
159405,Mecha
159405,Sci-Fi
159411,Comedy
159411,Mecha
72401,Action
72401,Mecha
72401,Sci-Fi
146662,Comedy
146662,Drama
