media_id,synonym
107422,Legend of a Strongest Man Nakane
107422,Toughest Legend Nakane
56657,Tobaku Haouden Zero Gyanki Hen
56657,Gambling Emperor Legend Zero Gyanki Arc
56657,Gambling Emperor Zero Part 2
56657,Gambling Emperor Legend Zero: Gambling Demon Arc
30613,Legend of Outlaw Gai
30613,Gai
30613,Outlaw Legend Gai
143455,Jantama PONG☆
146866,Mahjong Soul Pon☆ WEB Only Special Episode
151067,Jantama PONG☆ Special
72381,Code Geass: Oz the Reflection
141972,Code Geass: Oz the Reflection O2
31528,Code Geass – A Rebelião de Lelouch
41496,Code Geass: Lelouch of the Rebellion Novels
41496,Stage -0- Entrance
41496,Stage -1- Shadow
41496,Stage -2- Knight
133106,Code Geass: Lelouch of the Rebellion R2
2904,Code Geass: Hangyaku no Lelouch 2nd Season
2904,Code Geass: Hangyaku no Lelouch Second Season
112900,Code Geass: Lelouch of the Rebellion Picture Drama - Miraculous Anniversary
112900,コードギアス 反逆のルルーシュ キセキのBABA劇場
5163,Code Geass: Hangyaku no Lelouch R2 Specials
117408,Code Geass: Fukkatsu no Lelouch - Shinkai no Kakera
101811,Code Geass: Lelouch of the Rebellion - The Awakening Path
116767,Code Geass: Lelouch of the Re;surrection
18881,コードギアス 反逆のルルーシュ キセキの誕生日 ピクチャードラマ おまけFLASH
31530,Code Geass – O contra-ataque de Suzaku
31547,Code Geass: Knightmare of Nunnally
31547,Code Geass – O pesadelo de Nunnally
126220,Code Geass: Lelouch of the Rebellion Gaiden: Lancelot & Guren
55854,Barcode Geass: Lelouch of the Sales
114609,Kateikyoushi no Lelouch-san
114609,Home Tutor Lelouch-san
114609,Code Geass : Lelouch The Private Home Tutor
93140,Code Black: Lelouch of the Shred Guitar
110253,Code Geass: Lelouch of the Rebellion Picture Drama - Hajimari no Zenya
96683,Code Geass: Akito the Exiled
21178,Code Geass: Akito the Exiled 5 - To Beloved Ones
21178,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e
109005,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama
126830,Code Geass: Z of the Recapture
126416,Code Geass: Lelouch of the Rebellion - Red Tracks
144050,Code Geass: Lelouch of the Rebellion - Student Council Case Files
126169,Code Geass Best Phrase Award
126169,コードギアス Best Phrase Award
126169,Code Geass Secret Note
126169,コードギアス シークレットノート
126169,Sayoko no Nikkichou
126169,咲世子の日記帳
126169,Lelouch-sensei no Britannia-shi Kouza
126169,ルルーシュ先生のブリタニア史講座
126169,BABA Gekijou
126169,BABA劇場
42042,Code Geass:  Lelouch of the Rebellion: Knight: Official Comic Anthology - For Girls
42042,Code Geass: Lelouch of the Rebellion - Knight
1,카우보이 비밥
1,קאובוי ביבופ
1,คาวบอย บีบ๊อป
1,Ковбой Бибоп
1,Καουμπόηδες του Διαστήματος
4037,Session XX: Mish-Mash Blues
4037,Cowboy Bebop Session XX
4037,Cowboy Bebop Episode 27
5,Cowboy Bebop Movie
5,Cowboy Bebop: The Movie
5,Cowboy Bebop: O Filme
17205,Cowboy Bebop Special
99423,DitF
99423,DarliFra
99423,Любимый во Франксе
101268,Darling in the FranXX! (4-koma)
101268,DariFura
105190,达尔文游戏
78881,Darwins Game
33986,«Страна чудес смертников»
10418,Deadman Wonderland OAD
10418,Deadman Wonderland OVA
103139,DomeKano
103139,บทเรียนรักเส้นทางหัวใจ
107704,Crying for Rain
85802,Dome x Kano
85802,家有女友
85802,חברה ביתית
85802,บทเรียนรักเส้นทางหัวใจ
85802,Love X Dilemma
163094,Domestic Girlfriend: Official Derivative Work
163094,Domestic na Kanojo: Official Derivative Work
20920,Danmachi
20920,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka: Familia Myth
20920,DanMachi: É Errado Tentar Pegar Garotas numa Masmorra?
20920,DanMachi: Família Myth
20920,Danmachi: ¿Qué Tiene de Malo Intentar Ligar en una Mazmorra?
20920,在地下城寻求邂逅是否搞错了什么
20920,فارسة أحلامي
20920,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน
20920,DanMachi - È sbagliato cercare di incontrare ragazze in un Dungeon?
85161,Dungeon ni Deai wo Motomeru noha Machigatteiru darouka
85161,DanMachi
85161,Is it wrong that I want to meet you in a dungeon
85161,Can't I Expect A Chance Encounter In The Dungeon?
85161,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน
85634,Danmachi Sword Oratoria
85635,Danmachi Sword Oratoria
85635,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาคพิเศษ Sword Oratoria
85162,Dungeon ni Deai wo Motomeru noha Machigatteiru darouka
85162,DanMachi
85162,Is it wrong that I want to meet you in a dungeon
85162,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน
85162,DanMachi - La Légende des Familias
120258,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน Familia Chronicle Episode Freya
99142,Ryu Gaiden: Grand Casino wo Buttsubuse!
99142,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน Familia Chronicle Episode Ryu
142408,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน: เมโมเรีย ฟรีเซ่
120779,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน II
101167,Danmachi II
101167,ダンジョンに出会いを求めるのは間違っているだろうか2
101167,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 2
101167,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka: Familia Myth II
101167,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาค 2
112124,ダンジョンに出会いを求めるのは間違っているだろうか FAMILIA MYTH III
112124,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka: Familia Myth III
112124,Danmachi III
112124,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาค 3
127368,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาค 3 OVA
129196,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาค 4
129196,Danmachi IV
129196,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 4th Season
129196,Is It Wrong to Try to Pick Up Girls in a Dungeon? Season 4
129196,Liệu Có Sai Lầm Khi Tìm Kiếm Cuộc Gặp Gỡ Định Mệnh Trong Hầm Ngục? IV: Chương Mới Phần Mê Cung
155211,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน ภาค 4 Part 2
155211,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 4th Season Part 2
155211,Is It Wrong to Try to Pick Up Girls in a Dungeon? Season 4 Part 2
155211,Danmachi IV Part 2
112125,Is It Wrong to Try to Pick Up Girls in a Dungeon? II OVA
112125,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA
101166,DanMachi: Arrow of the Orion
21660,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA
21660,Is It Wrong to Try to Pick Up Girls in a Dungeon? OVA
92671,Days of Goddess
21676,Is It Wrong to Hope to Meet a Girl in a Dungeon? On the Side: Sword Oratoria
21676,Danmachi Sword Oratoria
98035,פייט/אפוקריפה
356,フェイト/ステイナイト
87199,เมนูวันนี้ของบ้านเอมิยะ
30715,フェイト/ステイナイト
114017,Fate/Grand Order: Chaldea Scrapbook
110851,Fate/Grand Order: Zettai Majuu Sensen Babylonia Episode 0
103275,FGO: Babylonia
103275,フェイト/グランドオーダー -絶対魔獣戦線バビロニア-
97815,פייט/המסדר העליון: הפקודה הראשונה
106915,Manga de Wakaru! FGO
106915,Learning with Manga! FGO
106916,Manga de Wakaru! FGO
106916,Learning with Manga! FGO
110442, フェイト/ぐだぐだオーダー
132424,Fate/Grand Order Farewell to 2016
132424,"Guda Guda Order, Fate/Grand Order Toshiwasure Guda Guda Order 2016"
87200,Fate/Extra: Miko-n! Cas-ko-chan!?
87200,Fate/Extra: Mikoon! Kyasuko-chan!?
87200,Fate/Extra: Mikoon! Caster Kitsune-chan!?
87200,Miko-n! Casko-chan!?
87200,Fate/EXTRA CCC FoxTail
108299,Fate/Grand Order: Epic of Remnant - Deep Sea Cyber-Paradise SE.RA.PH
108299,เฟต/แกรนด์ออร์เดอร์ เอพิกออฟเรมแนนต์ ซิงกูลาริตี้ย่อย EX แดนสวรรค์ไซเบอร์ทะเลลึก SE.RA.PH
96900,Fate/Grand Order Comic Anthology STAR
108178,Доля – Основний наказ. Тлінна Зоря
87196,Type-Moon Gakuen: Chibi Chuki!
142870,Fate/Ixtella	
62425,フェイト/エクストラ
21717,Oblitus Copernican Theory
21717,Illustrias Geocentric Theory
21717,פייט/אקסטרה ההדרן האחרון
6922,Gekijouban Fate/Stay Night: Unlimited Blade Works
6922,Fate/stay night UBW
20467,Fate/kaleid liner Prisma☆Illya Zwei!
20845,Fate/kaleid liner Prisma☆Illya Zwei Herz!
66131,Fate/kaleid liner Prisma Illya drei!!
66131,Fate/kaleid liner Prisma Illya 3rei!!
21379,Fate/kaleid liner Prisma Illya drei!
97757,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai
97757,Fate/kaleid liner Prisma☆Illya Movie: Oath Under Snow
97757,Fate/kaleid liner Prisma Illya: หญิงสาวไร้นาม
101100,Fate/kaleid liner Prisma☆Illya: Vow in the Snow Special
101100,Fate/kaleid liner Prisma☆Illya: Sekka no Chikai Special
100269,Fate/kaleid liner Prisma☆Illya OVA
57327,Ahnen-Erube no Nichijou
57327,A Day of Ahnenerbe
57327,Another Day of Ahnenerbe
57327,The Magical
15927,Carnival Phantasm (2013)
15927,Carnival Phantasm Special Season
5205,The Garden of Sinners: Murder Speculation Part B (...not nothing heart.)
6954,The Garden of Sinners: Epilogue
14807,The Garden of Sinners: Future Gospel
20697,The Garden of Sinners: Future Gospel - Extra Chorus
127693,The Adventures of Lord El-Melloi II
81987,フェイト/ホロウアタラクシア
49381,Koorimuro no Tenchi Fate/School Life
33649,フェイト／ゼロ
33649,Судьба/Истоки
10087,フェイト/ゼロ
10087,F/Z
10087,القدر/زيرو
10087,פייט/זירו
11741,フェイト/ゼロ 2ndシーズン
11741,F/Z
87197,Lord El-Melloi II Case Files
50006,フェイト/ストレンジフェイク
50006,Fake/states night
86753,フェイト/ストレンジフェイク
154966,Судьба/Странная подделка. Шёпот рассвета
136344,"Lord El-Melloi II’s Case Files {Rail Zeppelin} Grace note Special: Waver, Reunion, and the Magic Lantern"
13263,Fate/Zero Specials
13263,Please! Einzbern Consultation Room
13263,Tiger/Zero
55191,フェイト／ゼロ
19603,フェイト/ステイナイト Unlimited Blade Works
19603,Fate/UBW
19603,פייט/סטיי נייט: מלאכת חרבות אינסופית
12565,フェイト/プロトタイプ
85754,Fate/Prototype: Aoi Gin no Fragments
85754,Fate/Prototype: Fragments of Sky Silver
85754,Fate/Prototype: Pale Silver Fragments
85754,Fate/Prototype เศษเสี้ยวสีเงินคราม
94656,フェイト/ラビリンス
94656,เฟท/ลาบิรินธ์
167469,Fate/Prototype: Fragments of Sky Silver
20791,Fate/HF
21718,Fate/HF II
21719,Fate/HF III
20792,フェイト/ステイナイト Unlimited Blade Works 2ndシーズン
21318,フェイト/ステイナイト Unlimited Blade Works 2ndシーズン - sunny day
138258,Fate/stay night Realta Nua Last Episode
138258,Curtain Call
138258,Fate/15th Camp
138258,カーテンコール
138258,Fate/stay night 15 Years of TYPE-MOON
53947,Kara no Kyoukai - The Garden of Sinners
53947,Borderline of Emptiness
53947,Rakkyo
169,Tsukihime - Lunar Legend
169,Lunar Legend Moon Princess
169,Moon Princess
169,True Lunar Chronicle Tsukihime
30705,True Lunar Chronicle Tsukihime
30705,Lunar Legend Chronicles
159094,Tell Me Melty Blood Dojo! ~Miyako and Her First Fighting Game~
159094,Oshiete Melty Blood Doujou! - Miyako to Hajimete no Kaku Game
159094,教えてメルブラ道場！～都古とはじめての格ゲー～
30707,Melty Blood ACT:2
109431,Melty Blood - Back Alley Alliance Nightmare
65911,Do Tsuki Man Zai
65911,Type-Moon Works: Dotsuki Manzai
30780,Take-Moon
30780,テイクムーン
12187,Carnival Phantasm OVA
161690,"Blue Blue Glass Moon, Under the Crimson Air"
50548,Fate/Stay Night x Magical Girl Lyrical Nanoha 5th Anniversary Collaboration Comic
50548,Mahou Shoujo Lyrical Nanoha
33236,Magical Girl Lyrical Nanoha A's
31231,Nanoha StrikerS: A's to StrikerS
1915,Nanoha Season 3
108730,Nanoha Picture Drama 05
44238,Magical Girl Lyrical Nanoha ViVid
89873,Inter-Middle Hen
89873,Magical Girl Lyrical Nanoha ViVid Life - Inter-Middle Chapter
89873,Mahou Shoujo Lyrical Nanoha ViVid LIFE Advance
89873,Magical Girl Lyrical Nanoha ViVid COLORS
43268,Magical War Chronicle Lyrical Nanoha Force
108729,Nanoha Picture Drama 03
107340,Nanoha Picture Drama 01
12101,Ririkaru Omochiya Hako
4849,Triangle Heart: Sazanami Joshiryou
53223,Magical Girl Lyrical Nanoha
55218,Magical Girl Lyrical Nanoha à la Carte Comics
55218,Mahou Shoujo Lyrical Nanoha: Comic a la Carte
55218,Magical Girl Lyrical Nanoha: a la Carte Comics
108549,Nanoha Picture Drama 02: Nurse Girl Medical Shamal - Prelude
108549,Nanoha Picture Drama 03: Magical Family Wolken - Prelude
114506,Magical Girl Lyrical Nanoha Reflection
21325,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials
20945,Fate/kaleid liner Prisma☆Illya 2wei! Specials
63005,フェイト/アポクリファ
153991,フェイト:ロストエインヘリャル - 極光のアスラウグ
153991,Fate:Lost Einherjar - Aslaug of the Aurora
153991,Fate:LE
153991,Fate/LE
87251,フェイト/アポクリファ
100259,Koha Ace GO: Imperial Holy Grail War
100259,Fate/KOHA-ACE 
100259,Fate/Koha-Ace GO Imperial Capital Holy Grail Strange Story 
113981,Grail Mystery in the Imperial Capital: Fate/Type Redline
151991,"Fate/Grand Order: Okita Souji's Interlude ""Right Here"""
73809,Mahoutsukai no Yoru: Kitsy8
143103,Witch on the Holy Night
143103,Mahoyo
167710,Mahoyo
147108,Fate/Grand Order: Fujimaru Ritsuka Doesn't Get It  
169384,Fate/Grand Order: You've Lost Ritsuka Fujimaru Episode 0
169384,Fate/Grand Order: Fujimaru Ritsuka Doesn't Get It Year-End Special
121706,"Scathach, Queen of the Land of Shadows: The Unknown Story"
119406,FGO: Murder at the Kogetsukan
114046,Fate/Grand Order Medb!Medb!Medb Aono Shimo Works
100728,Fate/Grand Order: Moonlight/Lostroom
116756,เฟท แกรนด์ ออเดอร์ เดอะมูฟวี่ : จุดเอกฐานสุดท้าย มหาวิหารแห่งกาลเวลา โซโลมอน
99557,Thunderbolt Fantasy 2
99557,Thunderbolt Fantasy: Sword Travels from the East 2
103809,Touken Ranbu - Hanamaru ~ Recollections During Intermission
100130,Katsugeki / Touken Ranbu
100130,活撃／刀剣乱舞
135010,โทเคนรันบุ - บุรุษศาสตรา จงโปรยปรายบุปผาอัคคี
103812,Touken Ranbu Anthology - Preparations for departure!
134960,โทเคนรันบุ - บุรุษศาสตรา จงฟาดฟันบุปผาอัคคี
96522,Touken Ranbu Online Anthology Comic
98555,Touken Ranbu Online Anthology: SQEX Formation
98555,Touken Ranbu Online Anthology: Square Enix no Jin
98555,Touken Ranbu Online Anthology: SquaEni no Jin
95832,Touken Ranbu 4koma
98143,Thunderbolt Fantasy
98143,Thunderbolt Fantasy: Sword Seekers
40490,Fate/stay night: DNA Comic Manga Anthology
71,FMP
71,Furumeta
72,Full Metal Panic Fumoffu
73,Full Metal Panic! TSR
21451,FULL METAL PANIC! IV
40892,FMP
40892,Furu Metaru Panikku!
30789,FMP
30789,Furu Metaru Panikku!
30895,Full Metal Panic
1015,The Commanding Officer's Rather Quiet Day
1015,Full Metal Panic! The Second Raid Special
1015,Full Metal Panic! The Second Raid OVA
115914,フルメタル・パニック！　ディレクターズカット版　ボーイ・ミーツ・ガール編
115914,Full Metal Panic! Director's Cut - Boy Meets Girl
115914,Full Metal Panic! Movie 1
115916,フルメタル・パニック！　ディレクターズカット版　ワン・ナイト・スタンド編
115916,Full Metal Panic! Director's Cut - One Night Stand
115916,Full Metal Panic! Movie 2
115918,フルメタル・パニック！　ディレクターズカット版　イントゥ・ザ・ブルー編
115918,Full Metal Panic! Director's Cut - Into the Blue
115918,Full Metal Panic! Movie 3
67371,Full Metal Panic! SS
67371,Full Metal Panic! Short Stories
6291,Full Metal Panic! The Second Raid Pre-festival: Night of the Light Novel
6291,Full Metal Panic! The Second Raid Episode 00
114535,"To You, the Immortal"
114535,Uma vida imortal
114535,致不灭的你
114535,"A te, l'immortale"
114535,Ku twej wieczności
114535,불멸의 그대에게
114535,Untukmu yang Abadi
114535,"Gửi em, người bất tử"
114535,แด่เธอผู้เป็นนิรันดร์
138565,不滅のあなたへ 第２シリーズ
138565,Uma vida imortal 2
138565,แด่เธอผู้เป็นนิรันดร์ ภาค 2
162669,To Your Eternity Season 3
97830,"To You, the Immortal"
97830,Ku twej wieczności
97830,Uma vida imortal
97830,Untukmu yang Abadi
97830,致不灭的你
97830,"Gửi em, người bất tử"
97830,แด่เธอผู้เป็นนิรันดร์
21878,GabDro
21878,珈百璃的堕落
86864,GabDro
86864,珈百璃的坠落
86864,廢天使加百列
108241,格莱普尼尔
99699,Golden Kamui
99699,黄金神威
102977,Golden Kamui 2
106506,Golden Kamuy Short Anime: Golden Douga Gekijou
166521,Golden Kamuy Season 5
166521,Golden Kamuy: The Final Chapter
86559,Golden Kamui
101830,Showdown in Barato
101830,Barato no Ugou
154125,Golden Kamuy Short Anime: Golden Douga Gekijou Specials
110355,Golden Kamui 3
124756,I Escaped Because I Fell in Love
124756,Koi o Shita Kara Datsugoto Suru Koto ni Shita
124756,Monster
124756,Golden Kamui 2nd Season OVA
66873,โกลเด้น ไทม์
89282,Golden Time Spin-off: 2D-kun Special
89282,Golden Time Spinoff: Mr. Two Dimensions Special
21428,Grimgar
21428,  Ashes and Illusions
21428,ขี้เถ้าในกริมการ์แดนมายา
86365,Hai to Gensou no Grimgal
86365,Grimgal of Ashes and Illusion
86365,ขี้เถ้าในกริมการ์แดนมายา
86365,Grimgar - Ảo ảnh và tro tàn
21599,Grimgar
21599,  Ashes and Illusions OVA 2.5
21599,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter
86367,Grimgal of Ashes and Illusion
15809,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต
15809,Raja Iblis Nyambi!
130592,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต ภาค 2
130592,Hataraku Maou-sama! 2
130592,The Devil is a Part-Timer!!
130592,Hataraku Maou-sama 2nd Season
130592,打工吧！魔王大人 第二季
130592,Raja Iblis Nyambi! Musim Kedua
155168,The Devil is a Part-Timer! Season 3
154539,The Devil is a Part-Timer! Season 2 Mini Anime
66719,Hataraku Maousama!
66719,Demon Lord at Work!
66719,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต
66723,Hataraku Maousama!
66723,Demon Lord at Work!
66723,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต
73555,Hataraku Maousama! High School!
73555,Demon Lord at Work! High School!
73555,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต High School
168425,The Devil is a Part-Timer! ES!!
6372,Higashi no Eden: Gekijouban I The King of Eden
6637,Higashi no Eden: Gekijouban II Paradise Lost
6399,Oasis - Falling Down
124080,堀与宫村
124080,โฮริมิยะ สาวมั่นกับนายมืดมน
124080,Хоримия
14753,Horimiya
66615,Horisan to Miyamurakun
72451,โฮริมิยะ สาวมั่นกับนายมืดมน
72451,Horimiya - Hori and Miyamura
163132,Хоримия: Фрагменты
137278,Horimiya Special
137278,Horimiya epilogue
137278,卒アル
137278,Sotsuari
75085,Asakura
73969,Horisan to Miyamurakun Omake
431,Hauru no Ugoku Shiro
431,Das wandelnde Schloss
431,El Castillo Ambulante
431,Il castello errante di Howl
431,Le Château Ambulant
431,הטירה הנעה של האוול
431,Ruchomy zamek Hauru
431,قلعة هاول المتحركة
431,A Vándorló palota
431,O Castelo Animado
431,Yürüyen Şato
431,Ходячий замок
431,Det Levende Slottet
431,Το Κινούμενο Κάστρο
431,ปราสาทเวทมนตร์ของฮาวล์
11061,ハンター×ハンター
11061,HxH
11061,全职猎人
11061,האנטר האנטר
11061,ฮันเตอร์ x ฮันเตอร์
11061,القناص 
11061,Мисливець X Мисливець
136,ハンターxハンター
136,HxH
136,全职猎人
136,القناص
137,Hunter x Hunter: Yorkshin City Kanketsu-hen
137,HxH
138,Hunter x Hunter OVA 2
138,HxH
138,ハンターｘハンター: Greed Island
30026,ハンター×ハンター
30026,HxH
30026,헌터×헌터
30026,القناص
139,Hunter x Hunter: G I Final
139,Hunter x Hunter OVA 3
139,ハンター×ハンター　G・I　Final
139,HxH
10189,ハンター×ハンター
10189,HUNTER×HUNTER ジャンプスーパーアニメツアー'98
10189,HUNTER×HUNTER Jump Super Anime Tour '98
103186,Hisoka Origin Story
103186,Hisoka's Past
75996,Hunter x Hunter: Kurapika Recollections
163750,HUNTER×HUNTER: Phantom Rouge
13271,Gekijouban Hunter x Hunter: Hiiro no Genei
13271,HxH Movie
13271,HxH: Phantom Rogue
19951,HxH
19951,HxH: The Last Mission
185,Inisharu Di
185,イニシャルD
30375,INITIAL D ถนนสายนี้ข้าจอง
21289,Shin Gekijouban Initial D: Legend 3 - Mugen
145405,Shin Gekijouban Initial D: BATTLE DIGEST
20842,Shin Gekijouban Initial D: Legend 1 - Kakusei
20990,Shin Gekijouban Initial D: Legend 2 - Tousou
143327,燃油車鬥魂
5228,Initial D: Extra Stage 2: Tabidachi no Green
12725,Initial D: Project D to the Next Stage - Speculations on Project D
186,Inisharu Di
186,Initial D Season 2 
186,Initial S 2nd Season
186,Initial D Stage 2
110270,异种族风俗娘评鉴指南
101175,Międzygatunkowi recenzenci
106479,"I hate being in pain, so I think I’ll make a full defense build"
106479,bofuri
106479,因为太怕痛就全点防御力了。
106479,Bofuri : Je suis pas venue ici pour souffrir alors j'ai tout mis en défense.
106479,น้องโล่สายแทงก์แกร่งเกินร้อย
106479,Bofuri: Aku Tidak Ingin Terluka Jadi Seluruh Poin Status Kufokuskan ke Pertahanan
106479,"Бофури. Я боюсь боли, так что качаю только защиту"
116867,น้องโล่สายแทงก์แกร่งเกินร้อย ภาค 2
116867,Bofuri 2
116867,Aku Tidak Ingin Terluka Jadi Seluruh Poin Status Kufokuskan ke Pertahanan 2
116867,"Бофури. Я боюсь боли, так что качаю только защиту 2"
103852,"I hate being in pain,  so I think I'll make a full defense build"
103852,Itai no wa Iya nanode Bougyo-Ryoku ni Kyokufuri Shitai to Omoimasu.
103852,bofuri
103852,น้องโล่สายแทงก์ แกร่งเกินร้อย
103853,I hate being in pain  so I think I'll make a full defense build
103853,Itai no wa Iya nanode Bougyo-Ryoku ni Kyokufuri Shitai to Omoimasu.
103853,bofuri
103853,น้องโล่สายแทงก์ แกร่งเกินร้อย
103853,Bofuri - Je ne suis pas venue ici pour souffrir
14719,JoJo no Kimyou na Bouken (2012)
14719,JoJo no Kimyou na Bouken: Sentou Chouryuu
14719,JoJo's Bizarre Adventure: Phantom Blood
14719,JoJo's Bizarre Adventure: Battle Tendency
14719,مغامرات جوجو العجيبة
14719,مغامرات جوجو العجيبة:الدماء الوهمية
14719,مغامرات جوجو العجيبة:حمى القتال
14719,Le bizzarre avventure di JoJo (2012)
14719,Le bizzarre avventure di JoJo: Phantom Blood
14719,Le bizzarre avventure di JoJo: Battle Tendency
14719,Химерні пригоди ДжоДжо: Тяжіння до бою
14719,Химерні пригоди ДжоДжо: Примарна кров
20474,Dai San Bu Kujo Jotaro: Mirai e no Isan
20474,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders
20474,JoJo's Bizarre Adventure Part 3: Stardust Crusaders
20474,ההרפתקה המוזרה של ג'וג'ו: צלבני אבק כוכבים 
20474,مغامرات جوجو العجيبة : فرسان غبار النجم
20474,Le bizzarre avventure di JoJo: Stardust Crusaders
30872,Dai 3 Bu Kuujou Joutarou: Mirai e no Isan
30872,JoJo's Bizarre Adventure Part 3 Jotaro Kujo: Heritage for the Future
30872,Stardust Crusaders
30872,スターダストクルセイダース
30872,Le bizzarre avventure di JoJo: Stardust Crusaders
30872,JoJo的奇妙冒险 第三部 星尘斗士
30872,Le bizzarre avventure di JoJo: Stardust Crusaders
92224,Oingo Boingo Brothers Adventure
33009,Dai 6 Bu Kuujou Jolyne: Stone Ocean
33009,JoJo's Bizarre Adventure Part 6 Jolyne Kujo: Stone Ocean 
33009,Le bizzarre avventure di JoJo: Stone Ocean
146722,JoJo's Bizarre Adventure Part 6 (Part 2)
146722,JoJo no Kimyou na Bouken Part 6 (Part 2)
146722,JoJo's Bizarre Adventure: STONE OCEAN The Final Episodes
131942,JoJo's Bizarre Adventure: Stone Ocean
131942,JoJo's Bizarre Adventure Part 6
131942,JoJo no Kimyou na Bouken Part 6
131942,Le bizzarre avventure di JoJo: Stone Ocean
131942,โจโจ้ ล่าข้ามศตวรรษ: สโตนโอเชียน 
131942,โจโจ้ ล่าข้ามศตวรรษ ภาค 6
131942,مغامرات جوجو العجيبة: محيط الأحجار
131942,ההרפתקה המוזרה של ג'וג'ו: אוקיינוס האבן
131942,Невероятные приключения ДжоДжо: Каменный океан 
131942,Химерні пригоди ДжоДжо: Кам'яний океан
102883,JoJo's Bizarre Adventure Part 5
102883,JoJo's Bizarre Adventure: Vento Aureo
102883,Le Bizzarre Avventure Di GioGio: Vento Aureo
102883,مغامرات جوجو العجيبة: الرياح الذهبية
33008,Dai 5 Bu Giorno Giovana: Ougon naru Isan
33008,JoJo's Bizarre Adventure Part 5: Vento Aureo
33008,JoJo's Bizarre Adventure Part 5 Giorno Giovanna: Golden Heritage
33008,Le Bizzarre Avventure di GioGio
33008,ההרפתקה המוזרה של ג'וג'ו: רוח מוזהבת
33008,Le bizzarre avventure di JoJo: Vento Aureo
33006,Dai 4 Bu Higashikata Jousuke
33006,JoJo's Bizarre Adventure Part 4: Jōsuke Higashikata
33006,JoJo's Bizarre Adventure Part 4: Diamond is Not Crash
33006,Le bizzarre avventure di JoJo: Diamond is Unbreakable
33920,Thus Spoke Kishibe Rohan - Episode 2: Mutsukabe Hill
21778,Thus Spoke Kishibe Rohan
21778,Assim Falava Kishibe Rohan
21778,Así habló Kishibe Rohan
21778,على لسان كيشيبي روهان
21778,Αυτά Είπε ο Ρόχαν Κίσιμπε
105925,Thus Spoke Kishibe Rohan Episode 16: At a Confessional 
33578,Under Execution Under Jailbreak
130632,Dolce and His Master
130632,Doruchi: Dai Hādo Za Kyatto
130635,Under Execution Under Jailbreak
113521,Dead Man's Questions
103029,Thus Spoke Kishibe Rohan
103029,Così parlò Rohan Kishibe
103029,Así habló Kishibe Rohan
85667,Thus Spoke Kishibe Rohan - Episode 4: The Harvest Moon
73903,Thus Spoke Rohan Kishibe - Episode 5: Millionaire Village
85599,Thus Spoke Kishibe Rohan - Episode 6: Poaching Seashore
86695,Thus Spoke Kishibe Rohan - Episode 7: A Rainy Monday
99932,Thus Spoke Kishibe Rohan - Episode 9: D.N.A
101237,Thus Spoke Kishibe Rohan - Episode 10: The Run
144375,Thus Spoke Kishibe Rohan - Episode 10: Hot Summer Martha
148021,Thus Spoke Kishibe Rohan – Episode 11: Drip Painting Style
59175,Rohan Kishibe Goes to Gucci
139090,Thus Spoke Kishibe Rohan: Short Story Collection
139090,Rohan Kishibe Does Not Shout
139542,Rohan Kishibe Does Not Frolic: Short Story Collection
159134,Rohan Kishibe Does Not Fall: Short Story Collection
21450,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai
