character_id,alternative_name,is_spoiler
30374,Odin,False
30375,Thomas,False
13975,Simone,False
52967,Royal Inspector,False
30367,Martin Hartwell,False
230100,圭子·安德森,False
230104,东幸二,False
230107,石岭泰三,False
230114,后藤善悟,False
76634,King Kazu,False
128417,Squad Leader Hanchou ,False
128417,Date-hanchou,False
128447,Scotch,False
128447,Hiro,False
62041,Zero,True
62041,Rei Furuya (降谷零),True
62041,Bourbon (バーボン),True
294068,Plamya (プラーミャ),True
24709,Raijin,False
24709,Ryuujin,False
24712,Fuujin,False
32368,Titan,False
43973,Spider Man,False
26673,Vultus,False
26672,Frogman,False
26672,Kerodain,False
26672,Croafobio,False
41833,Masumi Akai,True
20372,Vivian Kudo,False
20372,The Night Baroness,False
20372,Yukiko Fujimine,False
20372,Fumiyo Edogawa,False
20372,Fanny Edogawa,False
20372,Fumiyo Akechi,False
12051,Shuichi,False
12051,Shu,False
12051,Subaru Okiya (沖矢昴),True
12051,Rye,True
12051,Dai Moroboshi,True
12051,Silver Bullet,True
128414,Rum (ラム),True
314680,Grace,True
130944,Dear,False
130944,Fufu,False
131106,Tsukasa Tsukuyomi,False
131106,月読司,False
131106,Miss Iwakasa,True
137514,Ayapi,False
137514,Aya-Pi,False
137515,Chii-chan,False
175114,Yanagi sensei (柳先生),False
190385,Taniguchi sensei (谷口先生),False
197334,Arisugawa haha (有栖川母),False
312380,Girlfriend,False
312379,Waitress,False
312381,Teacher A,False
312382,Student A,False
312383,Groom,False
312385,Hot-blooded teacher,False
314066,Vulgar customer,False
2563,Hayata,False
2563,Butler in debt,False
2563,Hermione Ayasaki,False
2270,Hina,False
2270,Muteki-senpai,False
2078,Ojou-sama,False
2078,Mask the Money,False
83305,Makina,False
12005,The Great Stygian of Abe (Temp),False
16761,Santa,False
25792,Sakuya's Father,False
5185,Saku,False
3975,The Three Idiots,False
15434,A-tan (アーたん),False
15934,Sister Fortesia,False
14557,Love Master,False
4068,Voice from Heaven,False
21509,Lord British,False
3427,Hamster,False
28899,Yu-kyun,False
12558,Haruko,False
3977,The Three Idiots,False
3976,Blue,False
3976,The Three Idiots,False
4130,Anime Tenchou,False
4130,Jouji Gouda,False
11040,Queen of Catastrophe,False
15675,Colonel Grisham,False
12984,Major,False
19575,Carrie,False
18553,Dream Maker,False
16509,Director,False
18554,Juli,False
18554,Phantom Daughter,False
11044,Lightspeed Goddess,False
11046,Untouchable Empress,False
16179,Igo,False
16179,#9,False
80401,Igo,False
80401,#8,False
9915,Killer Bee,False
9223,Akuma,False
73713,Nagi's father,False
214086,Crocodile,False
214088,Mouse,False
214089,Frog,False
214091,Mole,False
214090,Bite-chan,False
215217,Wani's Father,False
215218,Wani's Mother,False
129563,スヤリス姫,False
129563,ミラクル・スヤ,False
129563,Syalis-hime,False
129563,Princess Syalis,False
129563,Miracle Sya,False
129563,Suya-Suya,False
181143,Twilight the Demon King,False
181146,Quilladillo,False
181147,Dawner the Hero,False
181147,D-Whatsit,False
181147,A-Nantoka-kun,False
181148,Teddy Demon,False
181145,Demon Cleric,False
181145,Leonard,False
181145,Leo,False
188219,Teddy Demon,False
188215,Castle Grunt Goblin,False
185468,Great Red Siberian,False
188222,Eggplant Seal,False
188221,Ghost Shroud,False
188218,Nudist,False
188220,Fire Venom Dragon,False
188224,Scissors Sorcerer,False
195317,Bussy,False
195317,Cubey,False
191119,ガイコツ兵,False
191119,High-Rank Skeleton Soldier,False
191120,Two-Headed Dragon,False
191746,Stamp Cat,False
4304,Dora-chan,False
8262,Gian (ジャイアン),False
8260,Shizu-chan (静ちゃん),False
8260,しずか,False
264317,Little G,False
163725,Mama (ママ),False
163725,のびたまこ,False
163725,Tamako Kataoka (片岡玉子),False
163726,Papa (パパ),False
211918,Wolfman,False
267733,Susumu Haniwa (埴輪進),False
295966,Future Department Store Delivery Man,False
315855,Chōrō Jii,False
315851,Paruna,False
315850,Kībō,False
315852,Shirā,False
163721,Yellow Doraemon,False
293968,Kid,False
293970,Eru Matadora,False
293970,Keikai Dora,False
293971,Dora rīnyo,False
293972,Dora meddo Sansei,False
312576,Doranikofu,False
312576,Дора-ников,False
315879,Jedōra,False
315878,Principal Teraodai,False
315878,Teraodai-kōchō,False
121956,Comi,False
121956,Shoko,False
121956,show.komi-1224,False
121956,Goddess,False
121956,Princess Komilia,False
121956,Commu-Master,False
121956,Komyu,False
121956,Komi-cat,False
121956,Shokotaso,False
121956,Silent Killer,False
121956,Shaa,False
78093,Shigeo,False
78093,†JIN-JIN†,False
128378,Arsot Les Primavera,False
130867,Shuuko Niimi,False
130874,The Demon Queen,False
160228,Y.Y. Hannya,False
257286,Shooting Gallery Owner,False
191126,Baddie Diamond,False
30368,The Prince of Kicks,False
30356,Liz Faulkner,False
52709,Superintendant,False
52709,Osterman,False
28485,Araide-sensei,False
9177,Booker,False
26754,Jodie Saintemillion,False
30343,Hirota Masami,False
41038,Shizuka Ikenami,False
128419,Shinichi Wada,False
30376,Koumei,False
76696,Jack Connelly,False
76696,Nightmare (ナイトメア),True
76696,Dark Knight,True
230541,Phantom Lady,True
49901,Jackal,False
51073,Princess Anne,False
120593,Mary Sera,True
128047,Taiko Meijin,False
128047,Shukichi Sera,True
128047,Shukichi Akai,True
130107,Selma Sebastian,False
276934,Eri Ishioka,False
186822,Sakura Tsurugi (桜三十郎),True
55233,Police Officer,False
52713,Thomas,False
52721,Michael Tomlinson,False
52711,Tobias Osterman,False
52705,Christian Clemendale,False
52719,Tamia Jinno,False
52703,Sheffield,False
41548,Officer Tome,False
52899,Cherilyn,False
52909,Theodore Radcliff,False
52903,Madison Monroe,False
52901,Zachary,False
52907,Augustine Odell,False
52935,Female Newscaster,False
9182,Professor James Moriarty,False
9181,Mrs. Hudson,False
9179,Colonel Sebastian Moran,False
52995,Noboru Emori,False
53005,Landlady,False
30362,Inspector Worthington,False
53195,Nana,False
53009,Masa-chan,False
53111,Fortune Teller,False
250758,Hanzawa-san,False
250758,Kris Minel,False
36100,Karman,False
3646,Ryuu,False
54537,Art Teacher,False
22390,Megane (メガネ),False
22392,Chibi (ちび),False
50717,Ten's Mother,False
50729,Ogin the Ketsune Croquet,False
60825,Her Majesty the Queen,False
4836,Shuu-chan,False
49951,Ataru's Father,False
12958,Jariten,False
4835,The Invader,False
4835,Lamu,False
4835,Lamù,False
4834,Darling,False
4834,Honey,False
22393,Kakugari (カクガリ),False
29390,Onsen Mark,False
17499,Cherry,False
29395,Ataru Moroboshi's Mother,False
216788,コースケ,False
292655,Pochi (ポチ),False
292655,Pool no Youkai (プールの妖怪),False
49225,Lum's Mother,False
49959,Lum's Father,False
49957,Ryuunosuke's Father,False
60053,Lum's Great-Grandfather,False
60831,Nagisa's Father,False
49963,Mendou's Father,False
668,らんま,False
668,Ran-chan,False
668,Ranko,False
668,Pigtailed Girl,False
21690,Akitoki Hojo,False
9022,Yura of the Demon-Hair,False
21684,Princess,False
1359,Miko,False
1356,Houshi,False
1356,Monk,False
8323,Kilala,False
1363,Hachi,False
35243,Princess,False
3167,Great Dog Demon,False
21685,Inuyasha's mother,False
1362,Totousai,False
4123,Lord Hyouga,False
49953,Principal,False
2369,P-Chan,False
2369,Charlotte,False
2369,Roland,False
9215,Aristide Galland,False
669,Adeline,False
669,Macho Chick,False
9913,Pops,False
9913,Old Man,False
2421,珊璞,False
2421,Xian Pu,False
2421,Bambou,False
7699,Tachi,False
18771,Dr. Tofu,False
10028,The Black Rose,False
58351,Old Washer Woman,False
2374,U-chan,False
14382,Sailor-uniformed woman,False
14382,Miss Tsubasa,False
10813,Underclassman Gosunkugi,False
17171,Happy,False
17171,Dirty Old Man,False
17171,Pervert,False
17171,Ernestin,False
21638,Pantyhose Tarou,False
21638,Collant Tarou,False
15450,Princess Ori,False
24764,コロン,False
24764,Old Ghoul,False
28139,Ghost Cat,False
57933,Gambling King,False
58357,Mrs. Tendou,False
58309,Harumaki's Grandson,False
29635,Miko,False
5559,Black Priestess Tsubaki,False
215205,Root Head,False
28298,Inukimi,False
58195,Old Woman of the Oak Forest,False
16419,Lord King,False
17904,Shuren of the Flames,False
8738,Ken-Oh,False
17902,Rihaku of the Ocean,False
2511,Ken,False
17982,Julia,False
6198,Thouther,False
5661,Ray,False
17797,Juda,False
56379,Heart-san,False
56379,Mr. Heart,False
12574,Fudou of the Mountains,False
12574,Yama no Fudou,False
22002,Uygle,False
17906,Lynn,False
17906,Rin,False
17906,Lilin (リリン),False
16085,Shew,False
16085,Syuh,False
16553,Juuza of the Clouds,False
17985,Ramon Kasumi,False
17903,Hyui of the Wind,False
17903,Huey,False
17907,Bart,False
13951,Hyou,False
64179,The Golden General,False
13954,Black Yaksha,False
191254,Shoza,False
285667,Giant Hag,False
285667,Dekai Babaa (でかいババア),False
13950,Majin Kaioh,False
20376,Lea,False
20376,Reia,False
9131,Yán Wáng,False
26858,Ryuu Hien,False
26858,The bird of death,False
26947,Ling-Wang,False
26967,Erika Arento,False
55581,Boss Pan,False
55581,Han Kourin,False
55581,はん こうりん,False
27011,Han Gyokurei,False
27011,はん ぎょくれい,False
34353,You Shiei,False
34353,よう しえい,False
130240,よう ,False
130240,You ,False
130240,Two-Pistol Yè,False
145144, Ka Bunrei,False
145144,Xia Wenli,False
145145,Meifu,False
145145,Liu Yueying,False
150132,Rinka ,False
130238,Kasumi Kenshin,False
130238,霞拳心,False
130238,かすみ けんしん,False
130239,Simeon Nugget,False
27073,Mori no Ryurou,False
143550,Rinrei,False
143552,Freeda / Furida,False
143554,Rema ,False
14013,Reina of the Twin Blades,False
205795,Grannie,False
186292,Dan,False
28400,Maris' Father,False
18004,Suzu,False
18005,Shuhei,False
18005,Shu,False
26240,Old Woman ,False
14661,Master,False
39310,Mitaka's Father,False
4754,Charlotte,False
39313,Asuna's Mother,False
39323,Lola,False
39327,Mr. Chigusa,False
39349,Godai's Father,False
39352,Godai's Mother,False
39336,Mr. Ichinose,False
39336,Kentarou's Father,False
39343,Asuna's Father,False
27059,Detective Mangum,False
132990,Lupin Junior,False
132990,Lupin IV,False
3364,Kinnikuman,False
8079,Victory,False
8079,Mongolman,True
29743,Voyna Mashina,False
25088,Giant Sand Wall,False
25088,Sand Hell Guard,False
25095,Blocken Jr.,False
33788,The Samurai,False
33788,Quarrelman,False
33788,Barallaman,False
33788,Neptú,False
33788,Hell Missioner #1,False
25097,Rikishiman,False
25097,Sosumi,False
25098,Beatlebomb,False
25099,Belinda Muscle,False
38389,Kinnikuman Soldier,False
174299,Goldman,False
184149,Phoenixman,False
187209,Strongman,False
187210,Powerfulman,False
187325,Thief George,False
187327,The Man,False
187327,Chojin Enma,False
180485,Mûsman,False
75650,Chin-Roushi,False
243733,"""Aderans"" Nakano-san",False
243733,Doc Nakano,False
243734,Announcer Yoshigai,False
243734,Mac Metaphor,False
25087,Meat-kun,False
25067,Terry Kenyon,False
25072,Jeager,False
25066,Mantaro Muscle,False
25066,Kid Muscle,False
25085,Pumpinator,False
25092,Hydrozoa,False
25069,Dik-Dik Van-Dik,False
25073,Roxanne,False
25094,Trixie,False
25091,Road Rage,False
25083,Mars,False
25083,Eskara,False
25090,Tyrannoclaw,False
25093,Kiki,False
25084,Cranky Doodle Craw Daddy,False
25068,Wally Tusket,False
25075,Apollo,False
25086,Boaconda,False
25076,Ski Adams,False
251827,Prince Lou Ow,False
307414,Skullduggery,False
7182,Ryo,False
41012,Maria,False
33608,Buchou,False
86595,Sekidou no Hebi,False
86595,Snake of the Stone Path,False
86595,Zettai ni Akiramenai Otoko,False
86595,Man Who Will Never Give Up,False
86595,Captain Shades,False
82873,Sukashi,False
82873,Yowaizumi-kun,False
86599,Maki-chan,False
86599,Peak Spider,False
82875,The Speedster of Naniwa,False
82875,Naniwa's Speed Man,False
82875,Rock Man Naruko,False
82875,Seaweed,False
82875,Chicken-headed bean,False
82871,Megane-chan,False
82871,Megane-kun,False
82871,Road-kun,False
82871,Yamagami,False
88723,Tadokorocchi,False
88723,Ossan,False
88723,Human Bullet Train,False
88723,Rampaging Human Cannonball,False
88724,Jun-chan,False
88724,Perm senpai,False
88724,Kyokasareta senpai,False
88724,Kawashima-kun,False
88725,Otonashii senpai,False
88725,Quiet senpai,False
88725,Bambi-chan,False
88732,The Wolf of Hakone Academy,False
88732,Hakone Gakuen no Ookami,False
88734,Yamagami,False
88734,Sleeping Beauty,False
88734,Forest Ninja,False
88737,Fushigi-chan,False
88737,Wonder Boy,False
88737,Sky Prince,False
88737,Sora no Ouji-sama,False
88738,The Straight-Line Demon,False
88738,Chokushinsei no Takai Akuma,False
88742,Eyelashes,False
88742,Matsuge,False
88746,Fuku-chan,False
88746,Fuku,False
88746,Tekkamen,False
88745,Ishiyan,False
121329,Yuki,False
121329,Yuki-chan,False
121329,Kuro Neko,False
121329,Delivery Man,False
313463,Sakamichi's Mother,False
121328,Shikiba,False
135552,Peak Hornet,False
265549,Miya,False
265549,Fighting Dog of Kure,False
265549,Kure no Touken,False
135553,Kabu,False
135553,Ikiri,False
135553,Orenji,False
31667,Ei-chan,False
43447,Nacchan,False
43447,Natchan,False
43448,Coach Morimoto,False
72399,Sou-Chan,False
15,The Wind God,False
15,Big-Mara Ippo,False
11804,Aniki,False
11804,Assassin,True
11804,Shinigami,True
5187,Salamander,False
5187,サラマンダー,False
5187,Dragon Slayer,False
5187,E.N.D.,True
5187,Etherious Natsu Dragneel,True
120753,Tama,False
120753,Yukkii,False
120932,Maya,False
120754,Niko,False
122214,Yuuma-chi,False
122214,Yuuma 3,True
19782,Seven,False
122223,Yuriko,False
29295,Russian Girl,False
151008,Mr. Mitsumine Asagiri,False
151008,Kenka Britony,False
151009,Kyouken,False
151010,Akuma no High Kick,False
121880,Dog,False
121880,George,True
121875,A-kun,False
121875,Akkun,False
57491,Sunshine,False
16242,Sei-chan,False
12969,Shina,False
12970,Megane-chan,False
17389,Bloody Panther,False
34191,Macchi,False
34191,Matsuchi,False
34190,Nacchi,False
34190,Natsuchi,False
121882,Tarou,False
122063,Boob President,False
122063,Public Morals Committee Chairwoman,False
22723,Carla,False
22723,Charles,False
22723,Charlé,False
4839,Demon Slayer,True
4839,Ice Demon Slayer,True
5186,Luigi,False
5186,Lu-chan,False
5186,Blondie,False
28886,Sky Sorceress,False
28886,Sky Goddess,False
28886,Sky Dragon Slayer,False
5189,Titania,False
5189,Erza Belserion,True
72041,Gemma,False
30009,Erik,False
40163,Queen,False
37720,The Black Mage,False
37720,Grotesque fairy,False
37720,Emperor Spriggan,True
37720,皇帝スプリガン,True
5879,Canis Minor,False
5879,Nicola,False
5879,Shabutaro,False
78827,Bunny,False
51183,Fro,False
86683,Hawky,False
86683,Pork,False
86683,Pig,False
86683,Captain of the Knights of Leftovers Disposal,False
86683,Power Level Obsessed,False
86683,Lord Piglet,False
86683,Mild,True
72921,Dragon's Sin of Wrath,False
72921,Captain,False
83801,Grizzly's Sin of Sloth,False
83801,King of Fairies,False
83801,Fairy King Harlequin,False
83801,Fatty,False
74653,Serpent's Sin of Envy ,False
77605,Fox's Sin of Greed,False
77605,Bandit Ban,False
77605,Undead Ban,False
72923,Ellie,False
72923,Elie,False
86703,Griamore,False
86679,Hendriksen,False
86679,Hendrickson,False
86679,Hendy,False
74285,Gil,False
74285,Diamond Knight,False
86681,Holy Maiden of the Fairy King's Forest,False
86685,Hauser,False
86685,Platinum Knight,False
86665,Geera,False
86699,Jeriko,False
88823,Goat's Sin of Lust,False
89180,Boar's Sin of Gluttony,False
89180,Brittania's Greatest Sorcerer,False
89180,Daughter of Belialuin,True
89180,Big Sister,True
126851,Estarossa the Love,False
126851,Mael (マエル),True
122210,King of Chaos,True
131560,Silver,False
131561,Elizabeth,False
90202,Lion's Sin of Pride,False
90202,Master of the Sun,False
90202,Thin Moustache,False
131558,Repose,False
131569,Fang of the Great Earth,False
131568,Balor,False
131847,Demon King,False
206808,Gelda the Thousand Temptations,False
265209,Prince of the Lake,False
265209,Lance,False
265209,Yousei (妖精),False
265209,Fairy,False
265209,Sin (シン),True
294798,Kulumil,False
247947,The Mad Herbalist,False
247949,Anne (アン),False
247949,An,False
288060,The Red Knight,False
288060,Ironside The Assassin,False
311029,Pergard,False
311029,The Black Knight (黒の騎士‚ Kuro no Kishi),False
288059,Lord Varghese,False
131571,Truth,False
282753,Gawein,False
282753,Master of the Sun,True
286713,Ginevia,False
161847,Palug,True
133377,Great Oshiro,False
133377,Giant Pig,False
133377,Mother of Chaos,True
131567,Gustaf,False
131248,Bellion,False
131249,Atollah,False
131249,Atora,False
131251,Sorada,False
269978,Souken no Modganne (双剣のモドガンヌ),False
269978,Modganne the Dual Sword,False
269975,Kokusou no Ren (黒爪のレン),False
269975,Ren the Black Claw,False
269977,Souken no Modganne (双剣のモドガンヌ),False
269977,Modganne the Dual Sword,False
22751,Siegrain,False
22751,Gerard,False
22751,Mystogan,False
9719,Rain Woman,False
9719,Juvia of the Great Sea,False
9719,Juvia of the Deep,False
40437,Edo-Lucy,False
40437,Scary Lucy,False
40157,Salamander,False
5334,Beast Arm Elfman,False
50163,First,False
50163,Fairy Tactician,False
36687,Empty Night Ren,False
23843,Reitei,False
5190,The Demon,False
5190,Mira,False
5190,She-Devil,False
16893,Iron Dragon,False
16893,Metal Dragon Slayer,False
16893,Kurogane Gajeel,False
16893,Gazille,False
33526,Lily,False
31167,Wave-Motion Yuka,False
63899,Neo Minerva,False
56211,The Singing Bard of The Red Moon,False
28559,Sorano,False
49003,The Black Dragon of the Apocalypse,False
40159,Caprico,False
29489,The Centaur,False
29489,The Archer,False
29489,The Man-Horse,False
127448,Winter General,False
128149,Country Demolisher,False
38961,Purehito,False
38961,Hades,False
126470,Zeira,False
126469,Demon King,False
126467,Becky,False
139878,Armored Space Pirate,False
139879,魔王,False
139879,Demon King,False
191289,Pseudo-Sister,False
191289,偽シスター,False
191305,James Holoway,False
154652,Hermit Milon,False
154652,ハーミット・ミロン,False
154652,Mind of Edens,True
191301,Dark Alchemist,False
191301,Undead Joe,False
191301,DJ Zombie,False
191295,Fie the Fire,False
191295,Flame Sniper,False
191302,Slyph,False
191302,シルフ,False
230780,Couchpo,False
191286,Jinn,False
191286,ジン,False
191286,Kris Rutherford (クリス・ラザフォード),True
191280,Spirit of Water,False
191280,水の精霊,False
191296,Sibir (X492),False
191279,Kenzaiten,False
191279,拳罪天,False
191283,Madame Kurenai,False
2187,Etherion Girl,False
2187,Resha Valentine,True
4182,Silver-Claimer,False
3749,Rave Master,False
19809,Griff,False
31873,Lazenby the White Flame,False
1836,Element Master,False
1836,the Guardian of Time,False
1836,and High Mage,False
31704,Oge,False
12323,Shin,False
16586,田村玲子,False
16586,Reiko Tamura,False
72229,Sherlock Holmes,False
250229,タツキ,False
29755,Ever,False
28548,Bisca Connell,True
29752,Bixlow,False
29754,The Dark,False
21941,Symphonia,False
17935,The Blonde Demon,False
23410,King,False
8297,Mystgun,False
8297,Jellal,True
35202,Hundred Night Hibiki,False
8295,The Lion,False
8295,Leo,False
8293,Ur,False
20185,Rikiishi Tohru,False
46057,The Perfect Champion,False
46043,Mammoth (マンモス),False
46053,King Without A Crown,False
46053,Beltless Champ,False
46053,Lady-killer,False
46053,Venezuela's Terror,False
46051,Yoko Shiraki,False
174868,Harimau,False
221983,Skeleton,False
250788,千葉徹彌,False
225560,Doctor,False
196332,Human Computer,False
196332,金竜飛,False
196333,The King,False
125369,JD,False
125369,Joe,False
125369,"""Gearless"" Joe",False
125369,Big Joe,False
125369,Nomad,False
213481,Bloody Lion,False
274800,Spider,False
274800,José Iglesias,False
274800,Araña,False
216685,Ignacio Martinez,False
217862,Marla,False
225451,The Hero,False
226032,King of Kings,False
10498,Champion,False
10498,Chijō Saikyō no Gaki,False
10498,22067,False
10498,Strongest Creature Alive,True
10499,The King,False
10499,The Ogre,False
10499,Saikyou Dongitsune (最強どんぎつね),False
52037,Mr.War,False
16261,God of War,False
19674,The Cord Cutter,False
52035,The Yasha Ape,False
52035,The Beast of Yasha Crag,False
16875,Jack Xamma,False
16875,Jack Hanma,True
191710,Mount Toba,False
191710,マウント斗羽,False
191710,Giant Devil,False
186664,Antonio Igari (アントニオ猪狩),False
186664,Anton (アントン),False
186664,Killer (キラー),False
186664,Kanjo,False
70493,Mito Komon,False
35484,the Dark Arrow,False
35484,Unchained,False
80249,Kaioh Retsu,False
132723,Kaioh,False
132725,The Poisoner,False
192177,Supreme Grandmaster of Chinese Kenpo,False
192177,Kaioh of Kaiohs,False
192178,Zhang Yang Wang,False
192179,Yang Haiwang,False
54861,純・ゲバル,False
54861,Jun Guevaru,False
54861,Che Guevara,False
54861,Number Two,False
54861,Mr. Second,False
136651,Barack Obama,False
247570,イアン･マクレガー,False
247570,Ian McGregor,False
247570,Olam McGregor,False
247572,キャプテン・ストライダム,False
247572,Captain Strydum,False
248496,Prison Chief,False
248499,Eldery Prisoner,False
248497,Vice-Director Samuel,False
192187,Shunsei the Crazy Beast,False
192187,Guo Chuncheng,False
192180,Shobun the Badman,False
192180,Long Shu-Wen,False
192180,凶人書文,False
192185,Xu Haiwang,False
157719,Nomi no Sukune II,False
250050,Crybaby Sakura,False
250050,Nakimushi Sakura,False
250050,泣き虫サクラ,False
250054,The Great Tatsumi,False
250054,グレート巽,False
292395,The Strongest Donbei Eater,False
311051,てらだ,False
168688,Kakerou Referee #2,False
168688,Debt Collector,False
168688,Georgi Georgiev,False
168688,Kakerou Referee #0,True
75228,Kokonoe Rodem,False
75228,Devil of the Abandoned Building,False
68809,Usogui,False
68809,The Lie Eater,False
68809,Baku-sama,False
68809,Leader,True
68809,The Leader of club Kakerou,True
134946,Kaomi Takaji,False
134946,The Legendary Traveler Kaji,False
134946,Clever-Creep,False
168689,Former Referee #0,False
168689,"The Strongest ""Zero""",False
168689,Kyara-San,False
168690,Leader,False
168690,Naoki Hachina,True
168690,Hal,True
171811,Binsento Raro,False
172629,カラカル,False
172629,Caracal,False
182731,Referee #16,False
182731,Referee #2,True
184362,Kakerou Referee #28,False
237438,Gakuto,False
247359,Hundred Dragon,False
255633,Sweeper,False
255633,S-rank Sweeper,False
255633,Yakou B,False
255633,Referee #0,True
255634,Arms Dealer,False
255634,"""Number 20""",False
255635,Chief,False
255635,Referee #29,False
255636,Kakerou Referee #7,False
259908,Referee #1,False
262317,Yīng,False
262317,Kakerou Referee #10,True
262319,Nowa Jr.,False
262319,Kakerou Referee #6,False
846,Leapfrog,False
5184,Speed King,False
845,The Bear Slayer,False
845,Japanese Hawk,False
845,Lord of perverts,False
30032,Woli,False
30032,Wally,False
30130,TV Announcer,False
4110,The Prince of Counters,False
4110,The Lightning God,False
10446,White Fang,False
1821,Rocky,False
1821,Naniwa Tiger,False
51685,Speed Star,False
4057,Gero-michi,False
4057,Hammer Nao,False
4057,ハンマー・ナオ,False
19736,Dr. Yamaguchi,False
1817,Shinigami,False
1817,The Executioner,False
51691,Tatsuya's Father,False
51691,Kimura Chichi (木村父),False
55659,Coach from hell,False
15841,El Diablo,False
34715,Neko,False
15861,Owari Dragon,False
29578,dried up fish,False
29579,buchou,False
4318,18,False
4318,Lazuli,False
4318,Android 18,False
4891,Choo,False
11686,Astro Boy,False
16536,Zoran,False
16536,Astro Girl,False
16536,Sarah,False
18783,Momu,False
18783,Sea Cow,False
18783,Momoo,False
24144,Dr. Packerdermus J. Elefun,False
23741,Abercrombie,False
23742,Alejo,False
31049,Gumshoe,False
31049,Inspector Tawashi,False
31049,田鷲警部,False
31049,Tawashi Keibu,False
22925,Dr. Tenma,False
287026,Rainbow Parakeet,False
287026,Sharlock Holmspan,False
287026,Dr. Kato,False
287068,Jake,False
16092,Assaji,False
17606,Rokuro Makube,False
17606,Mamoru Hoshino,False
17606,Akudo,False
17606,Rob,False
17606,Roc,False
39117,Toby,False
1344,Black Jack,False
1344,Sensei,False
1344,Space Jack,False
1344,Dr. Black Jack,False
19487,Ham Egg,False
19487,赤羽,False
19487,Inspector Akabane,False
19487,Itachi,False
19487,Itachi-no-Saigo,False
19487,イタチの斎吾,False
19487,Shogun Akahana,False
19487,Mr. Hick,False
19487,Morgan,False
19487,Crack Wolf,False
19487,Jack Bed,False
19487,Sozu,False
19487,Yasuki,False
19487,Shikaku Shimen,False
19487,Masukomi,False
19487,Ericsson,False
19487,Garcia,False
1345,Pinoco,False
1345,Pichi,False
1345,ピーチ,False
1345,Prunelle,False
121420,Atom,False
121420,Six,False
18172,Higeoyaji,False
18172,Mustache-Daddy,False
18172,Albert,False
18172,Tetsu,False
18172,Dr. Thrill,False
18172,Daddy Walrus,False
18172,スリル博士,False
33515,Torch,False
33515,Inspector Tomobiki,False
33515,Drake Lamp,False
33515,Takasugi,False
33515,Gamata,False
33515,ガマタ,False
33515,Tourou Tachiiri,False
33515,立入灯郎,False
15091,Inoue,False
15091,Pete,False
166636,Hanamaru Hakase,False
31681,Mr. Zaamasu,False
31681,Professor Plus,False
31681,Redonof,False
31681,Dr. Amanogawa,False
31681,Condor,False
187655,Mitchii,False
187655,Cocoa,False
187655,ココア,False
187801,Marui,False
187801,Sokan,False
75630,Dr. Lawton,False
75630,Dr. Laughton,False
75630,Dr. ロートン,False
75630,Dr. Burunburu,False
75630,Dr. Goutte,False
187802,Fujiko,False
187802,Anna,False
187802,Michiru,False
135291,Fukui,False
135291,Kazuo Onishi,False
135291,Sandayu,False
135291,Parkinson,False
135291,Tetsu,False
135291,Doctor Minus,False
187803,Tarzan,False
187803,Kouichi Hoshi,False
187803,Tanigawa,False
187803,Billy,False
187803,Lord Gondola,False
187804,Dr. Chinchikurin,False
187804,Sado Okesa,False
187804,Marmeladov,False
187804,John Flip of yea,False
187804,Punch,False
187805,Chad,False
187806,Naramaru Kunigi,False
187806,Monza Suda,False
187806,Asakusa Ueno,False
38339,Astro Cat,False
315838,Patch Gourd,False
139212,Rainbow Parakeet,False
38754,Firebird,False
38754,The Phoenix,False
5780,Buddha,False
10027,Akuma-kun,False
74734,Baby Sphinx,False
10051,Katy,False
52435,Konomi Kuwata,False
52435,Black Queen,False
52435,Spirit of the West Wind,False
129069,West Wind,False
8633,Kimba,False
50247,Capitán,False
44002,Princess,False
11356,Mozart,False
14864,Dr. Shimizu,False
14864,Dr.Hyakki,False
14864,Maruo hyakki,False
14864,百樹丸雄,False
14864,Ben,False
14864,Hyaku-sama,False
14864,Half Demon Child,True
14864,Daigo's Heir,True
22182,Prince,False
22182,Princess,False
22182,Aiko Sekiei,False
22182,Eri Imagami,False
22182,今上エリ,False
188849,Okuchin,False
188849,オクチン,False
188849,Dr. Manabe,False
188849,Louis,False
188849,Yakeppachi,False
188849,ヤケッパチ,False
188849,Yakeno Yahachi,False
187783,Tiara,False
187783,ティアラ,False
133825,澪,False
33887,大剛景光,False
231336,Phan,False
231336,ファン,False
231340,青山,False
231340,Aoyama,False
18130,露々,False
18130,Roro,False
231352,Hugh,False
231352,ヒューゴ,False
231360,Takayanagi,False
231360,高柳,False
231361,Tamura,False
231361,田村,False
24843, Biwa Maru,False
135269,Bell Boy,False
135646,絡新婦,False
135646,Jorogumo,False
32593,Jotaro Honma,False
189007,Ryu,False
189007,Minister Siegfried,False
189007,Oniishi Taizo,False
189007,Hibukuro,False
189007,Pierre Ortan,False
189007,Dr. Katagiri,False
189007,Inspector Harry,False
189007,Richard Waterman,False
189007,Mr. Niwa,False
189007,Jose Garcia,False
189007,Kazuo,False
189007,Kezunehiko,False
189007,Kato Kiyomasa,False
19179,Ambassador Magma,False
19179,マグマ大使,False
19180,村上まもる,False
19183,Gore,False
19183,Dr. Gable,False
187800,Gallon,False
187654,Mii-chan,False
187654,Pyonkichi,False
166638,Akira's Mother,False
67095,Heckett,False
22183,Choppy,False
22183,Ching,False
22183,Chinky,False
189053,Madame Hell,False
189053,Heru Fujin,False
189053,Mistress Shiraha,False
189053,Ms. Sorge,False
